mat_cod,cod_mat,mat_dsc,mat_ppu,grs_wgt,net_wgt,wgt_uom,mat_vol,vol_uom,mat_len,mat_wid,mat_hgt,mat_uom
5ACEFFF2D6111EED9D98E7DF5DE5C95E,F000KE0P19ZPE,Suppressed Spark Plug,8.38,0.045,0.041,KG,0.047,L,21,25,89,MM
5ACEFFF2D6111EEC94D541212B99DF34,F000KE0P20T4E,Spark Plug,6.86,0.048,0.048,KG,0.081,L,24,27,89,MM
5ACEFFF2D6111EEC94D54120FA235F61,F000KE0P24T4E,Spark Plug,11.91,0.055,0.055,KG,0.129,L,24,27,102,MM
5ACEFFF2D6111EDBAF913C3DDC720D64,F000KE0P27T4E,Spark Plug,4.62,0.063,0.062,KG,0.059,L,95,25,25,MM
5ACEFFF2D6111EEDA08DD6CDF8D00830,F000KE0P27ZPE,Suppressed Spark Plug,5.26,0.041,0.037,KG,0.047,L,21,25,89,MM
5ACEFFF2D6111EEC94D54121DC38DF52,F000KE0P28T4E,Spark Plug,9.42,0.048,0.048,KG,0.081,L,24,27,89,MM
5ACEFFF2D6111EEDA08DD6D8567C07EF,F000KE0P28ZPE,Spark Plug,10.73,0.048,0.044,KG,0.047,L,21,25,89,MM
5ACEFFF2D6111EDD97A99BB8C8500E66,F000KE0P300ZB,Suppressed Spark Plug,6.37,0.048,0.048,KG,0.058,L,23,88,130,MM
5ACEFFF2D6111EDBAF916202C9324D01,F000KE0P30T4E,Spark Plug,5.59,0.048,0.048,KG,0.081,L,24,27,89,MM
5ACEFFF2D6111EEDA08DD6DCCDEC079A,F000KE0P30ZPE,Suppressed Spark Plug,6.37,0.046,0.042,KG,0.047,L,21,25,89,MM
5ACEFFF2D6111EEC94D5412699245EE7,F000KE0P31T4E,Spark Plug,11.3,0.053,0.053,KG,0.066,L,24,27,102,MM
5ACEFFF2D6111EDBAF913C4FAEE80D0C,F000KE0P32T4E,Spark Plug,3.85,0.062,0.062,KG,0.068,L,24,27,89,MM
5ACEFFF2D6111EEDA0D946D8CFA4D248,F000KE0P32ZP2,Suppressed Spark Plug,4.22,0.062,0.054,KG,0.047,L,23,94,130,MM
5ACEFFF2D6111EEDA0C0200060970E7B,F000KE0P32ZPE,Suppressed Spark Plug,4.22,0.062,0.054,KG,0.047,L,21,25,89,MM
5ACEFFF2D6111EEC94D54132B9499EE0,F000KE0P330ZB,Spark Plug,11.04,0.048,0.047,KG,0.056,L,27,103,130,MM
5ACEFFF2D6111EDBAF9057B326D68D31,F000KE0P34T4E,Spark Plug,3.7,0.062,0.062,KG,0.081,L,24,27,89,MM
5ACEFFF2D6111EDDA2E2219FC26FCEEB,F000KE0P34ZPE,Suppressed Spark Plug,5.12,0.06,0.056,KG,0.047,L,21,25,89,MM
5ACEFFF2D6111EDBAF913C4FDD5B4D2D,F000KE0P367ZB,SPARK PLUG,3.43,0.062,0.062,KG,0.218,L,4.37,3.95,11.87,MM
5ACEFFF2D6111EEC8A800DEFD8864219,SP04996909B8R,Installer-Remover,1460.45,22.82,5.579,KG,915.84,L,1200,800,954,MM
5ACEFFF2D6111EEC8A800DF5D78501D4,SP04996913B2R,Remover tool,35.05,0.989,0.93,KG,0.515,L,114,105,43,MM
5ACEFFF2D6111EEC8A800DF6D72641DE,SP04996914B0R,Supporting Base,98.38,1.382,1.338,KG,1.176,L,136,133,65,MM
5ACEFFF2D6111EEC8A800E20F7F30227,SP04996925B8R,Installer-Remover,51.36,0.509,0.454,KG,0.343,L,70,70,70,MM
5ACEFFF2D6111EEC8A800E37AF084308,SP04996926B8R,Adapter piece,105.35,0.07,0.1,KG,0.025,L,69,19,19,MM
5ACEFFF2D6111EEC8A800E42FB7801C0,SP04996928B4P,Torque Wrench,2739.99,2.86,1.6,KG,6.724,L,337,232,86,MM
5ACEFFF2D6111EDBAF905C0140B58D41,SP04996930B2R,Adapter Kit,3007.42,59.255,40.914,KG,915.84,L,1200,800,954,MM
5ACEFFF2D6111EDBAF905C010BF84D3C,SP04996931B2R,Adapter Kit,2206.45,45.83,28.939,KG,915.84,L,1200,800,954,MM
5ACEFFF2D6111EDBAF905C0699050CE1,SP04996933B9P,breakout box,3955.4,0.529,0.181,KG,13.228,L,346,236,162,MM
5ACEFFF2D6111EDBAF905C0CC5C58CE9,SP04996936B9P,Protection cover,596.45,17.981,0.5,KG,915.84,L,1200,800,954,MM
5ACEFFF2D6111EDBAF905C0F49394D60,SP04996941B9P,Protection cover,268.17,0.289,0.177,KG,1.4,L,200,200,35,MM
5ACEFFF2D6111EEC8A800E8FE912824B,SP04996951B2P,Installer-Remover,742.83,5.75,5.488,KG,4.899,L,218,212,106,MM
5ACEFFF2D6111EEC8A800E935429020E,SP04996952B8R,Installer-Remover,638.28,5.251,4.989,KG,4.899,L,218,212,106,MM
5ACEFFF2D6111EEC8A800E9BCA1CC250,SP04996953B8R,Seal Installer,44.03,1.787,1.75,KG,0.614,L,85,85,85,MM
5ACEFFF2D6111EEC8A800EC229D901E7,SP04996962B2P,Remover tool,297.56,1.37,0.15,KG,1.666,L,154,105,103,MM
5ACEFFF2D6111EEC8A800ECA887341EE,SP04996964B0R,Drilling And Boring Jig,224.19,0.122,0.118,KG,0.906,L,129,89,79,MM
5ACEFFF2D6111EEC8A800ECB63FC81D0,SP04996971B2P,Hexagon Socket Wrench,580.92,0.189,0.159,KG,0.266,L,81,73,45,MM
5ACEFFF2D6111EEC8A800ED0FE348221,SP04996973B4P,Hexagon Socket Wrench,93.06,0.447,0.259,KG,0.515,L,114,105,43,MM
5ACEFFF2D6111EEC8A800F179DC7C1A4,SP04996989B4P,Hexagon Socket Wrench,77.15,0.09,0.09,KG,0.166,L,55,55,55,MM
5ACEFFF2D6111EEDA8C735BDB87792B6,SP049969963FP,Measuring device,463.87,1.568,1.5,KG,5.984,L,220,170,160,MM
5ACEFFF2D6111EEDA8C735BF4629928E,SP049969973FP,Measuring device,330.87,1.107,1.053,KG,4.788,L,190,140,180,MM
5ACEFFF2D6111EEC8A800F35B7DD41D2,SP04997055B2P,Installation Tool,84.17,1.161,0.971,KG,1.158,L,105,105,105,MM
5ACEFFF2D6111EEC8A800F450C7A81DF,SP04997056B8R,Installation Tool,49.78,0.511,0.481,KG,0.266,L,81,73,45,MM
5ACEFFF2D6111EEDA8C735C1B836525D,SP04997061T0N,Adapter,131.72,0.509,0.472,KG,2.304,L,160,120,120,MM
5ACEFFF2D6111EEDA8C735C3650B92B4,SP04997062T0N,Retainer,214.05,0.15,0.113,KG,2.304,L,160,120,120,MM
5ACEFFF2D6111EEDA8C735C5725412B8,SP04997063T0N,Tool,116.84,2.005,1.647,KG,9.588,L,470,170,120,MM
5ACEFFF2D6111EEDA8C735CCBB3ED2B5,SP04997069T0N,Tool,177.82,0.494,0.454,KG,0.6,L,100,60,100,MM
5ACEFFF2D6111EEC8A800F7B3463C231,SP04997074B2P,Installation Tool,46.11,0.393,0.334,KG,1.737,L,366,73,65,MM
5ACEFFF2D6111EEDA8C735CF83AFD20E,SP04997082T0N,Puller,651.74,3.048,2.994,KG,4.788,L,190,140,180,MM
5ACEFFF2D6111EEDA8C735D7ACE412B9,SP04997086T0N,Tool,506.78,2.87,2.83,KG,0.6,L,100,60,100,MM
5ACEFFF2D6111EEDA8C735DE65B752AD,SP04997087T0N,Alignment tool,543.34,1.047,0.907,KG,26.04,L,310,280,300,MM
5ACEFFF2D6111EEDA8C735DF76915274,SP04997093T0N,Installation Tool,117.81,0.534,0.494,KG,0.6,L,100,60,100,MM
5ACEFFF2D6111EDBAF9672618FE84D49,0440020078810,Gear Pump,688.4,0.705,0.665,KG,1.459,L,114,81,158,MM
5ACEFFF2D6111EDBAF967263EA134D28,0440020088810,Gear Pump,437.68,0.439,0.425,KG,0.97,L,104,84,111,MM
5ACEFFF2D6111EDBAF96726A714F8CCA,0440020090810,Gear Pump,322.21,0.275,0.261,KG,0.97,L,104,84,111,MM
5ACEFFF2D6111EDBAF9870DCCBE68CDA,0440020095810,Gear Pump,516.9,0.448,0.434,KG,0.97,L,104,84,111,MM
5ACEFFF2D6111EDBAF96726DB98B8CE1,0440020096811,Gear Pump,500.51,0.431,0.417,KG,0.97,L,104,84,111,MM
5ACEFFF2D6111EDBAF9672707D0F4D3B,0440020101810,Gear Pump,442.12,0.44,0.44,KG,1.089,L,90,110,110,MM
5ACEFFF2D6111EDBAF96727387E5CD56,0440020111810,Gear Pump,474.62,0.384,0.37,KG,0.97,L,104,84,111,MM
5ACEFFF2D6111EEC98B285711938CF2C,0440020115879,Gear Pump,283.54,0.862,0.78,KG,1.638,L,130,120,105,MM
5ACEFFF2D6111EDBAF967273F66B8CC2,0440020116810,Gear Pump,382.77,0.438,0.424,KG,0.97,L,104,84,111,MM
5ACEFFF2D6111EDBAF96727541B58D81,0440020118811,Gear Pump,516.84,0.444,0.444,KG,1.188,L,90,110,120,MM
5ACEFFF2D6111EDBAF967275A0270D4B,0440020121810,GEAR PUMP,310.18,0.45,0.45,KG,1.089,L,110,90,110,MM
5ACEFFF2D6111EEC89FCD034BEFC820A,0440020125810,Gear Pump,543.76,0.61,0.591,KG,0.969,L,104,84,111,MM
5ACEFFF2D6111EDBAF967277F91ACCC0,0440020128810,Gear Pump,541.75,0.704,0.664,KG,1.459,L,114,81,158,MM
5ACEFFF2D6111EDBAF967277FFFE8D58,0440020129810,Gear Pump,717.37,0.692,0.631,KG,2.89,L,166,129,135,MM
5ACEFFF2D6111EEC97CD7F9E1C7287AB,0440020130810,Gear Pump,769.07,0.729,0.673,KG,2.891,L,166,129,135,MM
5ACEFFF2D6111EEC98B2857D5D620F38,0440020153810,Gear Pump,379.34,0.389,0.375,KG,0.97,L,104,84,111,MM
5ACEFFF2D6111EDBAF96727F068B4D20,0444010033410,Pump module,4361.86,7.583,7.313,KG,27.58,L,406,306,222,MM
5ACEFFF2D6111EDBAF96727F88B5CD24,0444010037410,Pump module,4143.46,7.614,7.344,KG,27.58,L,406,306,222,MM
5ACEFFF2D6111EDBAF96728433684CCA,0444010038410,Pump module,3583.9,7.07,6.8,KG,27.58,L,406,306,222,MM
5ACEFFF2D6111EDBAF9672896BD90D2E,0444011016410,Dosing module,829.64,0.413,0.38,KG,1.009,L,114,56,158,MM
5ACEFFF2D6111EDBAF9672893DF6CD4D,0444011023410,Dosing module,490.12,0.383,0.35,KG,1.009,L,114,56,158,MM
5ACEFFF2D6111EDBAF967289BD3FCD4B,0444011026410,Dosing module,696.19,0.388,0.355,KG,1.009,L,114,56,158,MM
5ACEFFF2D6111EDBAF96728A0D3FCCBD,0444011028410,Dosing module,559.25,0.409,0.376,KG,1.009,L,114,56,158,MM
5ACEFFF2D6111EEC89FCD0B3516C41C7,0444022031410,Pump module,3.87,4.95,4.68,KG,27.58,L,406,306,222,MM
5ACEFFF2D6111EED9D98E6A3D9FBC95E,0986BB6000HT9,Brake Lining,50.06,1.565,1.53,KG,1.267,L,150,103,82,MM
5ACEFFF2D6111EED9D98E6B2A3B9C95E,0986BB6001HT9,Brake Lining,49.64,1.335,1.3,KG,1.267,L,150,103,82,MM
5ACEFFF2D6111EED9D98E6A7F2B1C95E,0986BB6002HT9,Brake Lining,62.52,1.745,1.71,KG,1.267,L,150,103,82,MM
5ACEFFF2D6111EED9D98E6B536CEC95E,0986BB6003HT9,Brake Lining,34.62,1.195,1.16,KG,1.52,L,180,103,82,MM
5ACEFFF2D6111EED9D98E6BAC68C495E,0986BB6004HT9,Brake Lining,44.52,1.245,1.21,KG,1.267,L,150,103,82,MM
5ACEFFF2D6111EED9D98E6B81984C95E,0986BB6005HT9,Brake Lining,50.06,1.625,1.59,KG,1.52,L,180,103,82,MM
5ACEFFF2D6111EED899611E95C801C68,058031406P4F4,Fuel Pump Mounting Unit,142.87,1.045,0.76,KG,14.771,L,314,210,224,MM
5ACEFFF2D6111EDBAF92A7912F640CBD,05803141003V2,FUEL PUMP MOUNTING UNIT,280.38,0.93,0.93,KG,9.24,L,280,220,150,MM
5ACEFFF2D6111EDBAF912086A45C8CD7,F03B050195GRB,Brake Lining,71.03,1.065,1.065,KG,1.078,L,140,110,70,MM
5ACEFFF2D6111EDBAF91209832600CD0,F03B050324GRB,Brake Lining,115.66,1.16,1.16,KG,2.156,L,140,70,220,MM
5ACEFFF2D6111EDBAF9120A5DB644CD0,F03B050341GRB,Brake Lining,142.39,1.88,1.88,KG,2.107,L,215,140,70,MM
5ACEFFF2D6111EDBAF9120B5F645CCD7,F03B050408GRB,Brake Lining,114.4,1.78,1.78,KG,2.156,L,140,70,220,MM
5ACEFFF2D6111EDBAF9120C4E66ECD68,F03B075745GRB,Brake Lining,247.41,2.66,2.66,KG,4.032,L,160,90,280,MM
5ACEFFF2D6111EEC89FDA8F0C60942D3,19873027728N2,automotive bulb,14.15,0.014,0.005,KG,0.061,L,35,35,50,MM
5ACEFFF2D6111EDDADD4E2855CBF91ED,1987302777EGF,automotive bulb,4.56,0.017,0.005,KG,0.065,L,34,34,56,MM
5ACEFFF2D6111EDCA29CF0ABDBF6158C,1987302805FR1,automotive bulb,12.03,0.027,0.016,KG,0.168,L,52,52,62,MM
5ACEFFF2D6111EDCA283C9A457041427,1987302820FR1,automotive bulb,1.09,0.002,0.002,KG,0.008,L,107,44,17,MM
5ACEFFF2D6111EDCA283C9A986C153E0,1987302821FR1,automotive bulb,1.52,0.003,0.003,KG,0.018,L,105,45,39,MM
5ACEFFF2D6111EDCA283C9A9ECADD3EE,1987302824FR1,automotive bulb,0.36,0.001,0.001,KG,0.008,L,107,44,17,MM
5ACEFFF2D6111EEC89FDA8F4F932820F,1987302850FG1,Discharge Lamp,154.54,0.096,0.083,KG,0.213,L,51,46,91,MM
5ACEFFF2D6111EEC89FDA8F53A76012E,1987302851FG1,Discharge Lamp,113.05,0.029,0.016,KG,0.083,L,32,30,86,MM
5ACEFFF2D6111EEC89FDA8F7B9360208,1987302852FG1,Discharge Lamp,83.89,0.029,0.016,KG,0.083,L,32,30,86,MM
5ACEFFF2D6111EDCA29CF0B82C7D95E4,1987302873FP9,automotive bulb,0.49,0.002,0.001,KG,0.006,L,50,23,49,MM
5ACEFFF2D6111EEC89FDA919F4F7419F,1987302905KL9,Discharge Lamp,164.44,0.081,0.077,KG,0.227,L,53,46,93,MM
5ACEFFF2D6111EDD9C9B3297E93ED28E,1987302906KL9,Discharge Lamp,190.53,0.039,0.02,KG,0.227,L,53,46,93,MM
5ACEFFF2D6111EEC89FE2FEF30CC01D2,1987302907KL9,Discharge Lamp,209.09,0.075,0.071,KG,0.227,L,53,46,93,MM
5ACEFFF2D6111EEDB5F5022331D05ED6,1987302910CP4,Discharge Lamp,138.97,0.02,0.017,KG,0.082,L,32,30,86,MM
5ACEFFF2D6111EEC89FDA9456A03C12E,1987303015HD4,automotive bulb,7.78,0.206,0.2,KG,0.078,L,36,32,68,MM
5ACEFFF2D6111EDBAF966F7274554CCB,0431114003741,Nozzle-Holder Assembly,42.7,0.299,0.213,KG,0.812,L,171,66,72,MM
5ACEFFF2D6111EDBAF966F7308574D00,0431114005741,NOZZLE-HOLDER ASSEMBLY,42.03,0.25,0.25,KG,1.232,L,107.21,107.21,107.21,MM
5ACEFFF2D6111EDBAF966F73C8DD8CC4,0431114007741,NOZZLE-HOLDER ASSEMBLY,45.09,0.268,0.268,KG,1.036,L,101.18,101.18,101.18,MM
5ACEFFF2D6111EDBAF966F7E93B14D58,0431114997741,NOZZLE-HOLDER ASSEMBLY,44.45,0.36,0.36,KG,1.152,L,180,80,80,MM
5ACEFFF2D6111EDBAF966F8389394CC4,0431213024741,NOZZLE-HOLDER ASSEMBLY,66.16,0.45,0.45,KG,1.211,L,106.59,106.59,106.59,MM
5ACEFFF2D6111EDBAF966F847152CD00,0431213982741,Nozzle-Holder Assembly,49.73,0.28,0.245,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966F86BD948CBD,0431213992741,Nozzle-Holder Assembly,57.41,0.303,0.268,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966F8868C20D65,0431213997741,NOZZLE-HOLDER ASSEMBLY,117.63,0.27,0.27,KG,1.211,L,106.59,106.59,106.59,MM
5ACEFFF2D6111EDC94D520F9C2060045,0431214979741,NOZZLE-HOLDER ASSEMBLY,59.49,0.375,0.375,KG,1.008,L,100.26,100.26,100.26,MM
5ACEFFF2D6111EDBAF966F898084CCC0,0431214997741,Nozzle-Holder Assembly,60.53,0.385,0.35,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EEC94D521034A741F76,04321316118KK,NOZZLE AND HOLDER ASSY,80.78,0.39,0.39,KG,0.525,L,50,210,50,MM
5ACEFFF2D6111EDBAF966F8AF26F8D14,0432131613741,Nozzle And Holder Assy,79.36,0.385,0.35,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAEC5E73CC5F3086D,0432131615741,Nozzle And Holder Assy,95.32,0.401,0.366,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966F9140B2CCC4,0432131617741,Nozzle And Holder Assy,79.92,0.461,0.375,KG,0.812,L,171,66,72,MM
5ACEFFF2D6111EDBAF966F9426620CBD,0432131620741,Nozzle And Holder Assy,66.76,0.335,0.3,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966F94B6874D56,0432131621741,Nozzle And Holder Assy,67.17,0.426,0.391,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966F9859170D14,0432131626741,Nozzle And Holder Assy,66.02,0.225,0.19,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EEC94D521208385DF75,0432131656741,NOZZLE AND HOLDER ASSY,64.65,0.22,0.22,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FA25474CCE1,0432131667741,Nozzle And Holder Assy,98.19,0.401,0.366,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FA3B08FCD58,0432131669741,Nozzle And Holder Assy,98.2,0.36,0.325,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FA7DFD88D49,0432131686741,NOZZLE AND HOLDER ASSY,105.52,0.515,0.515,KG,1.728,L,270,80,80,MM
5ACEFFF2D6111EDBAEC5E7417E3D8873,0432131687741,NOZZLE AND HOLDER ASSY,109.72,0.542,0.542,KG,1.512,L,114.78,114.78,114.78,MM
5ACEFFF2D6111EDBAF966FA9001F4CCA,0432131694741,Nozzle And Holder Assy,64.71,0.219,0.184,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FA9AA230D3D,0432131696741,NOZZLE AND HOLDER ASSY,95.42,0.456,0.456,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FAD1E128D0F,0432131698741,NOZZLE AND HOLDER ASSY,64.95,0.223,0.223,KG,1.211,L,106.59,106.59,106.59,MM
5ACEFFF2D6111EDBAF966FB11FF74CC5,0432131700741,Nozzle And Holder Assy,86.43,0.375,0.34,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FB3B2854D20,0432131715741,NOZZLE AND HOLDER ASSY,64.59,0.22,0.22,KG,0.952,L,170,70,80,MM
5ACEFFF2D6111EDBAF966FB384CD8D64,0432131735741,NOZZLE AND HOLDER ASSY,96.73,0.4,0.38,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FB6DED5CCC6,0432131737741,NOZZLE AND HOLDER ASSY,96.96,0.4,0.4,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FB88F0FCCC0,0432131740741,NOZZLE AND HOLDER ASSY,65.14,0.23,0.23,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FB99143CD0F,0432131743741,Nozzle And Holder Assy,64.47,0.219,0.184,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF9648EADF790D6A,04321317478M8,NOZZLE AND HOLDER ASSY,83.12,0.36,0.36,KG,1.152,L,180,80,80,MM
5ACEFFF2D6111EDBAF966FBEF8830D58,0432131749741,Nozzle And Holder Assy,64.64,0.218,0.183,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FC00334CD20,0432131752741,Nozzle And Holder Assy,96.18,0.413,0.378,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF9648ECF0520D4C,0432131753F3G,Nozzle And Holder Assy,65.01,0.21,0.21,KG,1.211,L,106.59,106.59,106.59,MM
5ACEFFF2D6111EDBAF9648EC8E0F0CCF,04321317608M8,NOZZLE AND HOLDER ASSY,90.31,0.341,0.341,KG,0.844,L,180,70,67,MM
5ACEFFF2D6111EDBAF966FC28FDE0D49,0432131765741,Nozzle And Holder Assy,97.16,0.401,0.366,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FCCF5AA0D58,0432131788741,NOZZLE AND HOLDER ASSY,88.24,0.338,0.338,KG,16.09,L,371,278,156,MM
5ACEFFF2D6111EDBAEC5E74FA37D8873,0432131795741,NOZZLE AND HOLDER ASSY,116.19,0.43,0.43,KG,1.211,L,106.59,106.59,106.59,MM
5ACEFFF2D6111EDBAF9648F4C2F00D35,043213179832Y,NOZZLE AND HOLDER ASSY,73.24,0.463,0.463,KG,1.211,L,106.59,106.59,106.59,MM
5ACEFFF2D6111EDBAEC5E75239F4C8F0,0432131799741,Nozzle And Holder Assy,68.65,0.233,0.191,KG,0.812,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FCFA0BD8CCA,0432131812741,NOZZLE AND HOLDER ASSY,95.62,0.405,0.405,KG,0.952,L,170,70,80,MM
5ACEFFF2D6111EEC94D521374E461F67,043213181274S,NOZZLE AND HOLDER ASSY,95.96,0.408,0.408,KG,1.211,L,106.59,106.59,106.59,MM
5ACEFFF2D6111EDBAF966FD07D164D47,0432131822741,NOZZLE AND HOLDER ASSY,95.97,0.408,0.408,KG,0.984,L,175,75,75,MM
5ACEFFF2D6111EDBAEC5E7540C70C8ED,0432131825741,NOZZLE AND HOLDER ASSY,115.03,0.413,0.413,KG,1.036,L,101.19,101.19,101.19,MM
5ACEFFF2D6111EDBAF966FD23BD70CE1,0432131835741,Nozzle And Holder Assy,61.86,0.208,0.173,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAEC5E755925A4912,0432131836741,NOZZLE AND HOLDER ASSY.,64.63,0.21,0.21,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FD28DD64D56,0432131837741,Nozzle And Holder Assy,61.46,0.231,0.196,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FE7BC028D41,0432131839741,Nozzle And Holder Assy,66.46,0.221,0.186,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FE92AC34D20,0432131841741,Nozzle And Holder Assy,65.77,0.207,0.172,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FE7F6EA8D14,0432131846741,Nozzle And Holder Assy,91.79,0.435,0.4,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAEC5E7561790C894,0432131867741,NOZZLE AND HOLDER ASSY,95.74,0.4,0.4,KG,1.26,L,175,80,90,MM
5ACEFFF2D6111EEC94D5213F9B5B5F52,0432131877741,Nozzle And Holder Assy,82.63,0.22,0.185,KG,0.813,L,171,66,72,MM
5ACEFFF2D6111EDBAF966FE82BDC4CC5,0432131880741,NOZZLE AND HOLDER ASSY,73.2,0.246,0.246,KG,1.036,L,101.19,101.19,101.19,MM
5ACEFFF2D6111EDBAF966FE83C214D58,0432133758741,Nozzle-Holder Assembly,62.05,0.25,0.25,KG,0.833,L,170,70,70,MM
5ACEFFF2D6111EDBAF966FE970BF8D47,0432133760741,Nozzle And Holder Assy,78.69,0.22,0.22,KG,0.952,L,170,70,80,MM
5ACEFFF2D6111EDBAF966A37850ECD3B,1110010012390,Pressure limiting valve,189.78,0.119,0.092,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF966A370DA74D64,1110010013390,Pressure limiting valve,138.93,0.113,0.088,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF966A384D2B8D19,1110010017390,Pressure limiting valve,185.95,0.109,0.084,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF966A37CA034D0F,1110010020390,Pressure limiting valve,331.02,0.242,0.217,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF966A37871BCD28,1110010022390,Pressure limiting valve,250.25,0.118,0.093,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF966A38BA7F0D20,1110010024390,Pressure limiting valve,353.61,0.118,0.093,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF966A38468DCD24,1110010025390,Pressure limiting valve,85.74,0.116,0.091,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF966A46D2478D1B,1110010026390,Pressure limiting valve,238.55,0.112,0.087,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF966A4754B94D58,1110010027390,Pressure limiting valve,178.18,0.118,0.093,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF966A487F474CC4,1110010028390,Pressure limiting valve,90.09,0.117,0.092,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF966A47D74F4CE1,1110010030390,Pressure limiting valve,318.26,0.201,0.176,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF966A484C59CD3D,1110010035390,Pressure limiting valve,317.84,0.263,0.244,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF966A48BD56CD4D,1110010041390,Pressure limiting valve,145.07,0.11,0.11,KG,0.546,L,70,120,65,MM
5ACEFFF2D6111EDBAF986EC27FF0CCDA,1120202505851,Spacer Ring,10.93,0.025,0.025,KG,0.036,L,60,60,10,MM
5ACEFFF2D6111EDBAF966A57085A4D4D,1120591060851,Fitting Ring,13.24,0.006,0.004,KG,0.226,L,105,54,40,MM
5ACEFFF2D6111EDBAF966A5780F54D14,1120591075851,O-Ring,7.29,0.009,0.007,KG,0.289,L,105,54,51,MM
5ACEFFF2D6111EDBAF966A58BBCFCD3B,1120591103851,Fitting Ring,7.96,0.008,0.006,KG,0.079,L,105,54,14,MM
5ACEFFF2D6111EDBAF966A5914050D28,1120900012742,groove ball bearing,9.82,0.032,0.032,KG,0.077,L,42.5,42.5,42.5,MM
5ACEFFF2D6111EDBAF986EC9A5AC0CDA,1120905102742,groove ball bearing,7.61,0.04,0.038,KG,0.118,L,79,79,19,MM
5ACEFFF2D6111EDBAF966A679037CCC4,1120905523742,groove ball bearing,11.19,0.065,0.065,KG,0.083,L,43.65,43.65,43.65,MM
5ACEFFF2D6111EDBAF92A59BF8FC4CC2,11209055318V0,groove ball bearing,57.9,0.155,0.155,KG,0.155,L,53.7,53.7,53.7,MM
5ACEFFF2D6111EDBAF966A8947254CD7,1125887013002,Slip-Ring End Shield,291.24,1.715,1.592,KG,8.127,L,216,191,197,MM
5ACEFFF2D6111EDBAF966A989E25CD14,1126610070742,Fan,28.21,0.204,0.204,KG,0.952,L,98.37,98.37,98.37,MM
5ACEFFF2D6111EDBAF966AB1D74D0CD0,1127320989850,Rectifier,257.87,0.363,0.3,KG,2.89,L,166,129,135,MM
5ACEFFF2D6111EDBAF966ABAD5FC8D14,1197311214770,TRANSISTOR REGULATOR,79.27,0.06,0.06,KG,0.146,L,50,65,45,MM
5ACEFFF2D6111EDBAF966ABC91344D58,1197311223770,TRANSISTOR REGULATOR,105.11,0.054,0.054,KG,0.175,L,50,70,50,MM
5ACEFFF2D6111EDBAF966AC7343F0D0F,1200101640770,Shim,0.36,0.038,0.036,KG,0.003,L,19,19,9,MM
5ACEFFF2D6111EDBAF966AC8DDBC0D1E,1200102623770,Shim,1.52,0.001,0.001,KG,0.05,L,50,100,10,MM
