mat_cod,cod_mat,mat_dsc,mat_ppu,grs_wgt,net_wgt,wgt_uom,mat_vol,vol_uom,mat_len,mat_wid,mat_hgt,mat_uom
5ACEFFF2D6111EDBAF9662C62D89CD3D,1466110683770,Cam Plate,347.49,0.167,0.161,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662C6844D0D4C,1466110685770,Cam Plate,302.17,0.133,0.127,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662CA4ED04CBB,1466110688770,Cam Plate,243.36,0.13,0.124,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662CAEB398D32,1466110689770,Cam Plate,308.79,0.126,0.12,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662D0BBCB4CC5,1466111361770,Cam Plate,412.36,0.131,0.125,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662D334E50D54,1466111603770,Cam Plate,301.44,0.173,0.167,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662D3E7B54D4C,1466111626770,Cam Plate,232.93,0.129,0.123,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662D4FF230D4B,1466111630770,Cam Plate,317.54,0.131,0.125,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662D5AE17CCD3,1466111642770,Cam Plate,804.19,0.17,0.167,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662DB8C8DCD62,1466111648770,Cam Plate,311.89,0.131,0.125,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662DD86D04D1F,1466111650770,Cam Plate,282.06,0.173,0.167,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662E1A73C0CC4,1466111655770,Cam Plate,293.85,0.173,0.167,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662E3696B8CC2,1466111684770,Cam Plate,458.1,0.131,0.125,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662E32B480D63,1466111686770,Cam Plate,331.63,0.166,0.16,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EDBAF9662E3AFA64D2F,1466317301770,Toothed Gear,41.61,0.059,0.056,KG,0.116,L,109,119,9,MM
5ACEFFF2D6111EDBAF9662E583B9CD65,1466317319770,Flyweight Assembly,93.92,0.149,0.138,KG,0.275,L,79,59,59,MM
5ACEFFF2D6111EDBAF9299DD81B78D64,1466C05031000,Camshaft,451.25,0.63,0.63,KG,0.833,L,170,70,70,MM
5ACEFFF2D6111EDBAF9299E5B62F8D2E,1466C05037000,Camshaft,520.56,0.65,0.65,KG,0.833,L,170,70,70,MM
5ACEFFF2D6111EDBAF9299E5F389CD69,1466C05070000,Camshaft,451.25,0.615,0.615,KG,0.833,L,170,70,70,MM
5ACEFFF2D6111EEC98B2BBE910FE4F66,1466C05094000,Camshaft,415.96,0.636,0.633,KG,0.68,L,64,64,166,MM
5ACEFFF2D6111EDBAF9299E616A04D2A,1466C06030000,Camshaft,451.25,0.63,0.63,KG,0.833,L,170,70,70,MM
5ACEFFF2D6111EDBAF9299E7FC080D02,1466C06054000,Camshaft,451.25,0.61,0.61,KG,0.833,L,170,70,70,MM
5ACEFFF2D6111EDBAF9299E92FE84D4B,1466C06082000,Camshaft,454.83,0.655,0.655,KG,0.833,L,170,70,70,MM
5ACEFFF2D6111EEC98B2BBEAFB96CEEC,1466C06200000,Camshaft,447.72,0.591,0.588,KG,0.68,L,64,64,166,MM
5ACEFFF2D6111EDBAF9662E6555C0D3D,1467010053770,Parts Set,39.43,0.323,0.25,KG,0.616,L,299,229,9,MM
5ACEFFF2D6111EEC89FD6E1894CF01F3,146701005480C,Parts Set,6.2,0.318,0.25,KG,0.894,L,249,189,19,MM
5ACEFFF2D6111EEC89FD6E2A676F81F3,1467010059770,Parts Set,26.24,0.13,0.06,KG,0.779,L,229,179,19,MM
5ACEFFF2D6111EDBAF986E2C761C8CDA,1467010316770,Parts Set,16.83,0.188,0.118,KG,0.409,L,269,169,9,MM
5ACEFFF2D6111EDBAF986E3C3B338CDA,1467010410770,Parts Set,33.17,0.116,0.103,KG,0.915,L,269,179,19,MM
5ACEFFF2D6111EDBAF9662F44246CD4F,1467010411770,Parts Set,37.42,0.1,0.1,KG,1.2,L,200,200,30,MM
5ACEFFF2D6111EDBAF9662F6E11C8D29,1467010494770,Parts Set,43.98,0.199,0.118,KG,0.704,L,249,149,19,MM
5ACEFFF2D6111EDBAF986E41E7200CDA,1467010495770,Parts Set,61.3,0.261,0.25,KG,0.778,L,229,179,19,MM
5ACEFFF2D6111EDBAF96630A0E78CD4F,1467010536770,Parts Set,177.45,0.187,0.118,KG,0.671,L,209,169,19,MM
5ACEFFF2D6111EDBAF96630862938D41,1467010549770,Parts Set,27.19,0.035,0.035,KG,0.782,L,230,170,20,MM
5ACEFFF2D6111EDBAF96630905D54D5D,1467030308770,Supply Pump,68.52,0.282,0.212,KG,0.178,L,85,30,70,MM
5ACEFFF2D6111EDBAF966309A7078D1F,1467030309770,Supply Pump,108.62,0.3,0.23,KG,0.178,L,85,30,70,MM
5ACEFFF2D6111EDBAF9663195D260D41,1467414484770,Pressure Modulation Valve,205.88,0.25,0.24,KG,0.413,L,119,89,39,MM
5ACEFFF2D6111EDBAF9299ED27230D80,146741449580C,Pressure Modulation Valve,862.08,0.25,0.24,KG,1.151,L,139,169,49,MM
5ACEFFF2D6111EDBAF9299FA0D56CCCB,1467C45003000,Overflow Valve,72.9,0.062,0.047,KG,0.266,L,91,24,122,MM
5ACEFFF2D6111EDBAF9299FB8E6ACD27,1467C45004000,Overflow Valve,91.49,0.058,0.043,KG,0.266,L,91,24,122,MM
5ACEFFF2D6111EEC89FE2D3E5D47C1D2,1467C45013390,Overflow Valve,61.74,0.047,0.044,KG,0.06,L,70,54,16,MM
5ACEFFF2D6111EDBAF96631B3C70CD02,1468333323770,Hydraulic Head,412.36,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF96632658F78D41,1468334001770,Hydraulic Head,509.86,1.77,1.77,KG,1.2,L,100,100,120,MM
5ACEFFF2D6111EDBAF96632781BE8CDA,1468334007770,Hydraulic Head,629.54,1.7,1.7,KG,1.08,L,102.59,102.59,102.59,MM
5ACEFFF2D6111EDBAEC5EAFE72D60912,1468334378770,Hydraulic Head,953.63,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663393F204D63,1468334625770,Hydraulic Head,389.21,1.7,1.7,KG,1.2,L,100,100,120,MM
5ACEFFF2D6111EDBAF96633A3F654D41,1468334647770,Hydraulic Head,397.66,1.705,1.705,KG,1.08,L,90,100,120,MM
5ACEFFF2D6111EDBAF96633A21B18CDD,1468334653770,Hydraulic Head,427.42,1.76,1.76,KG,1.2,L,106.26,106.26,106.26,MM
5ACEFFF2D6111EDBAF96633E7EB5CD54,1468334654770,Hydraulic Head,386.3,1.745,1.745,KG,2.016,L,120,120,140,MM
5ACEFFF2D6111EDBAF96634E7E69CCC5,1468334810770,Hydraulic Head,531.37,1.76,1.76,KG,1.083,L,95,95,120,MM
5ACEFFF2D6111EDBAF9663596C8D8D63,1468334841770,Hydraulic Head,386.48,1.755,1.755,KG,1.2,L,100,100,120,MM
5ACEFFF2D6111EDBAF986E54F0F54CDA,1468334847770,Hydraulic Head,475.3,1.75,1.75,KG,1.2,L,100,100,120,MM
5ACEFFF2D6111EDBAF96635F7C750D28,1468334855770,Hydraulic Head,613.19,1.755,1.755,KG,1.2,L,100,100,120,MM
5ACEFFF2D6111EDBAF986E6A2D548CDA,1468334864770,Hydraulic Head,478.52,1.75,1.75,KG,1.08,L,90,100,120,MM
5ACEFFF2D6111EDBAF966368DAF18D62,1468334870770,Hydraulic Head,440.24,1.619,1.5,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF96636A15A68D24,1468334900770,Hydraulic Head,395.17,1.755,1.755,KG,1.2,L,100,100,120,MM
5ACEFFF2D6111EDBAF96637F206D8CC2,1468334960770,Hydraulic Head,424.39,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF966383D163CD62,1468334980770,Hydraulic Head,549.23,1.755,1.755,KG,1.1,L,103.22,103.22,103.22,MM
5ACEFFF2D6111EDBAF966389989D0D4B,1468334992770,Hydraulic Head,519.1,1.619,1.5,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663A049CC4D2F,1468336446770,Hydraulic Head,577.72,1.648,1.648,KG,1.2,L,100,100,120,MM
5ACEFFF2D6111EDBAF986E803F458CDA,1468336480770,Hydraulic Head,430.58,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663B2DACF8D5D,1468336602770,Hydraulic Head,601.1,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663B3E9978D2F,1468336607770,Hydraulic Head,501.11,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663B493D9CCD3,1468336612770,Hydraulic Head,501.66,1.705,1.705,KG,1.573,L,110,110,130,MM
5ACEFFF2D6111EDBAF9663CA2532CD63,1468336655770,Hydraulic Head,556.7,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EEC98B2BE21F6000F30,1468373008770,Hydraulic Head,415.83,1.752,1.717,KG,0.948,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663DEB2524CEB,1468374013770,Hydraulic Head,489.94,1.765,1.765,KG,0.99,L,99.66,99.66,99.66,MM
5ACEFFF2D6111EDBAF9663E0DB530D5E,1468374020770,Hydraulic Head,615.93,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663E271304D62,1468374023770,Hydraulic Head,608.94,1.879,1.76,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663E6BC8B4CDA,1468374033770,Hydraulic Head,461.51,1.619,1.5,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663E67FEA0CC4,1468374034770,Hydraulic Head,665.2,1.619,1.5,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663EE84FECD3D,1468374037770,Hydraulic Head,530.45,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663F23D92CD1C,1468374055770,Hydraulic Head,549.71,1.77,1.77,KG,1.573,L,110,110,130,MM
5ACEFFF2D6111EDBAF9663F629E8CCC4,1468374059770,Hydraulic Head,378.04,1.765,1.765,KG,0.972,L,99.05,99.05,99.05,MM
5ACEFFF2D6111EDBAF9663F6AB4DCCBB,1468374064770,Hydraulic Head,518.3,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663FDE81B4D02,1468374066770,Hydraulic Head,452.03,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF9663FEB6F78D55,1468376002770,Hydraulic Head,527.12,1.708,1.708,KG,1.573,L,110,110,130,MM
5ACEFFF2D6111EDBAF9664056DA9CD5D,1468376008770,Hydraulic Head,482.95,1.644,1.525,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF96640734948D62,1468376010770,Hydraulic Head,595.07,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF96640710098CEB,1468376011770,Hydraulic Head,742.59,1.715,1.715,KG,1.872,L,120,120,130,MM
5ACEFFF2D6111EDBAF96640E29898CDA,1468376028770,Hydraulic Head,480.03,1.71,1.71,KG,1.573,L,110,110,130,MM
5ACEFFF2D6111EDBAEC5EB28D3514880,1468376039770,Hydraulic Head,643.75,1.819,1.7,KG,0.947,L,95,95,105,MM
5ACEFFF2D6111EDBAF96640F8E1C0D28,1468376040770,Hydraulic Head,427.91,1.755,1.755,KG,0.891,L,96.22,96.22,96.22,MM
5ACEFFF2D6111EDBAF929A0102674D2E,146852242741N,DELIVERY-VALVE ASSEMBLY,37.79,0.009,0.009,KG,0.032,L,50,30,21,MM
5ACEFFF2D6111EDBAF96641119378D41,1468532226770,Delivery Valve,25.09,0.421,0.41,KG,0.117,L,109,119,9,MM
5ACEFFF2D6111EDBAF96641553F4CCEB,1468532247770,Delivery Valve,25.45,0.013,0.011,KG,0.117,L,109,119,9,MM
5ACEFFF2D6111EDBAF929A0A263A4D02,146853224841N,Delivery Valve,25.27,0.012,0.01,KG,0.019,L,20,20,48,MM
5ACEFFF2D6111EDBAF96641635C44D02,1468532272770,Delivery Valve,28.67,0.011,0.011,KG,0.264,L,120,110,20,MM
5ACEFFF2D6111EEC98B2BE6045360ED1,146853228541N,Delivery Valve,20.96,0.01,0.007,KG,0.019,L,20,20,48,MM
5ACEFFF2D6111EDBAF9664173011CCD3,1510023000770,Woodruff Key,3.04,0.005,0.005,KG,0.02,L,80,50,5,MM
5ACEFFF2D6111EDC95D3A9CEF6FE0A5A,1582811208B2F,Level Sensor,8.2,0.185,0.025,KG,3.437,L,204,144,117,MM
5ACEFFF2D6111EDBAF91290E3F890D47,F00M990402742,groove ball bearing,11.41,0.035,0.035,KG,0.128,L,80,80,20,MM
5ACEFFF2D6111EDBAF91290E38C34D30,F00M990405742,groove ball bearing,9.14,0.04,0.04,KG,0.075,L,50,50,30,MM
5ACEFFF2D6111EDBAF9129103CD3CD0D,F00M990407742,groove ball bearing,16.2,0.112,0.112,KG,0.144,L,52.38,52.38,52.38,MM
5ACEFFF2D6111EEC94D5439A01041ECA,F00M9904108V0,groove ball bearing,16.2,0.115,0.115,KG,0.05,L,50,50,20,MM
5ACEFFF2D6111EDBAF912916F5EE4CBE,F00M990411742,groove ball bearing,18.27,0.114,0.114,KG,0.154,L,53.55,53.55,53.55,MM
5ACEFFF2D6111EDBAF912919D6A78D1F,F00M990417742,groove ball bearing,22.92,0.17,0.17,KG,0.192,L,80,80,30,MM
5ACEFFF2D6111EDBAF912924E034CD69,F00M991101742,Pulley,39.93,0.415,0.415,KG,0.36,L,71.13,71.13,71.13,MM
5ACEFFF2D6111EDBAF9129296302CD1F,F00M991135742,Pulley,47.42,0.635,0.635,KG,0.342,L,69.93,69.93,69.93,MM
5ACEFFF2D6111EDBAF912931DCDACD49,F00M991160742,Pulley,99.16,0.2,0.2,KG,0.257,L,63.61,63.61,63.61,MM
5ACEFFF2D6111EDBAF9129317B3F4D67,F00M991182851,Pulley,95.07,0.607,0.607,KG,0.909,L,120,63.09,120,MM
5ACEFFF2D6111EDBAF9129344B91CD68,F00M991198742,Pulley,84.92,0.932,0.932,KG,0.549,L,81.86,81.86,81.86,MM
5ACEFFF2D6111EDBAF9129346491CCEF,F00M991199742,Pulley,26.75,0.295,0.295,KG,0.32,L,80,80,50,MM
5ACEFFF2D6111EEC94D556ABAC9E5EE7,F00M99130380C,Pulley,108.6,0.412,0.385,KG,0.55,L,90,85,72,MM
5ACEFFF2D6111EDBAF912945400ECCBE,F00M991321742,Pulley,34.25,0.295,0.295,KG,0.212,L,56.46,66.38,56.46,MM
5ACEFFF2D6111EDBAF91294E90D68D02,F00MA36472742,Slip-Ring End Shield,67.76,0.423,0.406,KG,2.514,L,146,140,123,MM
5ACEFFF2D6111EDBAF91295D7B404D37,F00MA45251714,EL Field  Regulator,67.61,0.141,0.097,KG,1.008,L,114,56,158,MM
5ACEFFF2D6111EDBAF91296400360CBE,F00MA45253714,EL Field  Regulator,62.7,0.182,0.138,KG,1.008,L,114,56,158,MM
5ACEFFF2D6111EDBAF912969ED318CC0,F00N000066390,Backup ring,4.01,0.003,0.001,KG,0.06,L,70,54,16,MM
5ACEFFF2D6111EDBAF91296E46EC8D47,F00N010001390,Pressure limiting valve,296.21,0.086,0.083,KG,0.071,L,70,54,19,MM
5ACEFFF2D6111EEC89FF59F871214198,F00N010070390,Pressure limiting valve,329.48,0.147,0.12,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF91297047E0CD49,F00N2000073W1,Eccentric Shaft,209.1,0.515,0.512,KG,0.68,L,64,64,166,MM
5ACEFFF2D6111EDBAF9129752855CD68,F00N200106391,Eccentric Shaft,327.32,0.325,0.325,KG,0.697,L,65,165,65,MM
5ACEFFF2D6111EDBAF91297907C2CD36,F00N200141390,Compression Spring,22.17,0.013,0.013,KG,0.038,L,105,72,25,MM
5ACEFFF2D6111EDBAF91297A9015CD39,F00N200496390,Fitting,24.3,0.058,0.055,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF91297DB86CCCCB,F00N200499390,Fitting,25.64,0.057,0.054,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129817DBCCD67,F00N200500390,VALVE BOLT,51.27,0.015,0.015,KG,0.018,L,6,18,4,MM
5ACEFFF2D6111EDBAF912981A0988D49,F00N200530390,ECCENTRIC SHAFT,75.48,0.007,0.007,KG,0.025,L,29.31,29.31,29.31,MM
5ACEFFF2D6111EDBAF912986614E0D56,F00N200657390,SCREW PLUG,7.75,0.001,0.001,KG,0.004,L,20,20,10,MM
5ACEFFF2D6111EDBAF91298A71FE4D36,F00N200700390,Compression Spring,3.52,0.002,0.001,KG,0.006,L,70,54,8,MM
5ACEFFF2D6111EDBAF91299180858D58,F00N200798390,Overflow Valve,161.23,0.04,0.037,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129933935CD47,F00N200844000,Bushing,8.44,0.013,0.011,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF912994ED16CD30,F00N200845390,Bushing,15.15,0.038,0.035,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF912999762B0D39,F00N200997390,Parts Set,45.44,0.025,0.025,KG,0.216,L,90,80,30,MM
5ACEFFF2D6111EDBAF905941197DCD24,F00N201039390,Parts Set,75.86,0.028,0.025,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF91299A084D0D67,F00N201086390,Screw Plug,5.16,0.005,0.005,KG,0.025,L,50,50,10,MM
5ACEFFF2D6111EDBAF91299B14D60D68,F00N201244390,Parts Set,76.18,0.028,0.025,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF91299ECD588D36,F00N201306390,O-Ring,10.33,0.006,0.004,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129A17135CD30,F00N201320390,Overflow Valve,66.58,0.043,0.04,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129A44C004CCB,F00N201451390,Parts Set,91.12,0.027,0.024,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129A8954BCD6A,F00N201745391,O-Ring,1.82,0.001,0.001,KG,0.003,L,70,54,7,MM
5ACEFFF2D6111EEC98B33B8BBFBA8EC7,F00N201853390,Compression Spring,6.56,0.017,0.014,KG,0.068,L,70,54,18,MM
5ACEFFF2D6111EDBAF9129A89A2DCCFA,F00N201857390,O-Ring,6.99,0.006,0.004,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129A924CFCCC5,F00N201868390,Overflow Valve,68.46,0.04,0.037,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129AAD0984D67,F00N201871390,Overflow Valve,85.29,0.037,0.034,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129AB63D60D68,F00N201938390,Parts Set,30.68,0.03,0.027,KG,0.124,L,70,54,33,MM
5ACEFFF2D6111EDBAF9129B03DE08CCB,F00N201973390,Parts Set,48.72,0.014,0.011,KG,0.115,L,105,84,13,MM
5ACEFFF2D6111EDBAF9129B131FE4CBF,F00N201974390,Parts Set,67.07,0.014,0.011,KG,0.088,L,105,84,10,MM
5ACEFFF2D6111EDBAF9129B3A0064D1F,F00N201975390,Parts Set,56.13,0.013,0.01,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129B41E680D36,F00N201976390,Parts Set,55.28,0.014,0.011,KG,0.168,L,105,84,19,MM
5ACEFFF2D6111EDBAF9129B5DF2E4CFA,F00N201977390,Parts Set,34.57,0.013,0.01,KG,0.06,L,70,54,16,MM
5ACEFFF2D6111EDBAF9129B972208D67,F00N201978390,Parts Set,35.77,0.01,0.007,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129B952AE8D02,F00N201979390,Parts Set,21.34,0.01,0.007,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129B9D37D8D41,F00N202130810,O-Ring,9.48,0.006,0.004,KG,0.037,L,70,54,10,MM
5ACEFFF2D6111EDBAF9129BB213B0CBB,F00N202191391,Torx SH cap screw,2.25,0.005,0.005,KG,0.006,L,105,54,11,MM
5ACEFFF2D6111EDBAF9129BC2B60CCC6,F00N202192390,Torx SH cap screw,4.43,0.004,0.004,KG,0.012,L,70,54,16,MM
5ACEFFF2D6111EDBAF9129BFBBE34CCD,F00N202193390,Torx Oval-Head Screw,2.51,0.01,0.007,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129C0DACACCEF,F00N202194390,Torx Oval-Head Screw,3.49,0.011,0.01,KG,0.019,L,70,54,25,MM
5ACEFFF2D6111EDBAF9129C2CFEF4CFA,F00N202277390,SEAL  RING,3.04,0.001,0.001,KG,0.064,L,80,80,10,MM
5ACEFFF2D6111EDBAF9129C463298D68,F00N202279390,Overflow Valve,35.46,0.037,0.034,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129CAEA404D34,F00N202320390,FITTING,32.96,0.021,0.021,KG,0.012,L,30,20,20,MM
5ACEFFF2D6111EDBAF9129CB00664CC6,F00N202337410,Shaft Seal,15.92,0.012,0.01,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129CEA3D5CCBF,F00N202338390,Shaft Seal,19.92,0.01,0.008,KG,0.052,L,70,54,14,MM
5ACEFFF2D6111EDBAF9129D0FD6FCCFA,F00N202354390,Parts Set,19.13,0.025,0.022,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129D2D09C0CC5,F00N202418390,Parts Set,57.17,0.028,0.025,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129D4F5F5CD47,F00N202450390,Overflow Valve,35.96,0.044,0.041,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129D6E83C8CC6,F00N202480390,Parts Set,76.18,0.023,0.02,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129D835618D39,F00N202657391,Eccentric Shaft,148.41,0.513,0.51,KG,0.68,L,64,64,166,MM
5ACEFFF2D6111EDBAF9129D85B5E8D1F,F00N202658390,Shaft Seal,18.95,0.01,0.008,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129DA7B3C8D67,F00N202664390,Roller,187.35,0.206,0.203,KG,0.181,L,105,54,32,MM
5ACEFFF2D6111EDBAF9129DA45C14CC4,F00N202666391,Eccentric Shaft,261.95,1.01,1.01,KG,0.882,L,70,180,70,MM
5ACEFFF2D6111EDBAF9129E32BBE4D47,F00N202726390,O-Ring,10.45,0.001,0.001,KG,0.019,L,70,54,25,MM
5ACEFFF2D6111EDBAF9160E7A0BE8D01,F00N202970391,Eccentric Shaft,287.65,0.937,0.934,KG,0.68,L,64,64,166,MM
5ACEFFF2D6111EDBAF9129E9FD92CCC8,F00N203165390,Overflow Valve,58.56,0.033,0.03,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129EA02008D1F,F00N203186390,PARTS SET,143.24,0.025,0.025,KG,0.008,L,20,20,20,MM
5ACEFFF2D6111EDBAF9129EA60E78CC5,F00N203198390,FLANGE,279.55,1.19,1.19,KG,2.835,L,225,210,60,MM
5ACEFFF2D6111EEC89FF5B5A60C801CC,F00N203251390,Eccentric Shaft,268.52,1.143,1.14,KG,0.68,L,64,64,166,MM
5ACEFFF2D6111EEC89FF5B5C05090223,F00N203477390,Tappet,52.55,0.043,0.04,KG,0.068,L,70,54,18,MM
5ACEFFF2D6111EDBAF9129EDCB054CBB,F00N203538390,Shaft Seal,34.2,0.018,0.01,KG,0.05,L,50,50,20,MM
5ACEFFF2D6111EDBAF9129EF296E4D6A,F00N203596390,O-Ring,2.43,0.003,0.001,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129EFE6C44D49,F00N203873390,Shaft Seal,19.93,0.008,0.006,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF9129F2D598CD69,F00N203874390,Shaft Seal,31.59,0.023,0.007,KG,0.41,L,102,39,103,MM
5ACEFFF2D6111EDBAF9129F4F6FA4CBE,F00N204001390,Non-Return Valve,10.83,0.018,0.015,KG,0.052,L,70,54,14,MM
5ACEFFF2D6111EEC98B33BC5BB9B0EB9,F00N204109390,Overflow Valve,152.45,0.041,0.038,KG,0.128,L,70,54,34,MM
5ACEFFF2D6111EED87F4745737324D15,F00N204116390,Parts Set,23.84,0.02,0.017,KG,0.113,L,70,54,30,MM
5ACEFFF2D6111EEC8A8025EC1B1B41F3,F00N210223391,Parts Set,505.31,0.844,0.791,KG,1.656,L,129,131,98,MM
5ACEFFF2D6111EDBAF9129F67A240D47,F00N210255390,Pressure limiting valve,168.58,0.122,0.095,KG,0.507,L,67,67,113,MM
5ACEFFF2D6111EDBAF9129F95B4C8D67,F00N350001000,Parts Set,82.44,0.047,0.044,KG,0.229,L,105,84,26,MM
5ACEFFF2D6111EDBAF9129F9B1580CFA,F00N35007980C,Control Valve,74.29,0.028,0.022,KG,0.1,L,59,59,29,MM
5ACEFFF2D6111EEC89FF5BC43D09022D,F00N350250000,Parts Set,395.18,0.121,0.068,KG,1.656,L,129,131,98,MM
5ACEFFF2D6111EECAFFD39AEF7A99682,F00N350256770,Overflow Valve,62.34,0.041,0.031,KG,1.151,L,139,169,49,MM
5ACEFFF2D6111EDBAF912A0D33838D47,F00R0P0004811,Sealing disk,1.58,0.001,0.001,KG,0.002,L,88,54,4,MM
5ACEFFF2D6111EEC89FF5C1ABCAB019D,F00R0P0044390,Backup ring,1.58,0.001,0.001,KG,0.006,L,70,54,8,MM
5ACEFFF2D6111EDBAF912A1B2CF84D67,F00R0P0166390,O-Ring,4.8,0.004,0.002,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF912A1CD54D0D47,F00R0P0253810,Shaft Seal,25.09,0.01,0.008,KG,0.037,L,70,54,10,MM
5ACEFFF2D6111EDBAF912A1D70318CBB,F00R0P0340390,O-Ring,3.4,0.001,0.001,KG,0.021,L,70,54,28,MM
5ACEFFF2D6111EDBAF912A1F383D0D1F,F00R0P0341390,O-Ring,4.25,0.004,0.002,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF912A21D1740CCB,F00R0P0352390,O-Ring,2.98,0.004,0.002,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF912A28A3050D67,F00R0P0520000,Spring retaining ring,9.78,0.007,0.004,KG,0.026,L,70,54,7,MM
5ACEFFF2D6111EDBAF912A296121CCEF,F00R0P0521410,Shaft Seal,48.84,0.01,0.008,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF912A2B939CCCBE,F00R0P0582390,Tappet,93.19,0.031,0.028,KG,0.068,L,70,54,18,MM
5ACEFFF2D6111EDBAF912A2D0C77CD2B,F00R0P0619000,Ball,12.82,0.003,0.001,KG,0.026,L,70,54,7,MM
5ACEFFF2D6111EDBAF912A2F853DCD36,F00R0P0689390,Thrust Ring,3.83,0.013,0.01,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF912A35E97A0D34,F00R0P0883390,Bushing,5.35,0.027,0.024,KG,0.041,L,70,54,11,MM
5ACEFFF2D6111EDBAF912A38A299CCBE,F00R0P1106810,O-Ring,5.04,0.004,0.002,KG,0.037,L,70,54,10,MM
