bin_num,bin_typ,bin_sec,bin_asl
PK.20.011.02,PO02,B,20
PP.10.046.03,PA01,A,10
PP.10.048.06,PA01,A,10
PR.22.122.2.01,SA01,A,22
PP.10.064.06,PA01,A,10
PP.23.070.05,PA01,A,23
PR.06.068.1.02,SA01,C,06
PR.06.068.1.03,SA01,C,06
PR.06.068.1.04,SA01,C,06
PR.06.068.1.06,SA01,C,06
PR.06.069.1.07,SA01,C,06
PP.29.033.04,PA01,D,29
PP.21.009.04,PA01,A,21
PP.21.009.06,PA01,A,21
PP.21.019.06,PA01,A,21
PP.21.017.06,PA01,A,21
PR.05.113.2.01,SA01,C,05
PR.05.107.1.03,SA01,C,05
PP.31.075.2.06,PM04,0001,31
PR.13.027.2.04,SA01,C,13
PP.31.075.2.07,PM04,0001,31
PK.01.041.01,PA02,D,01
PR.07.020.1.10,SA01,C,07
PR.07.020.1.11,SA01,C,07
PR.07.020.1.12,SA01,C,07
PR.07.020.1.13,SA01,C,07
PR.07.020.1.14,SA01,C,07
PR.05.096.1.01,SA01,C,05
PR.07.021.1.04,SA01,C,07
PP.03.050.05,PA01,C,03
PP.27.122.04,PA01,B,27
PP.27.124.09,PA01,B,27
PR.08.030.2.03,SA01,C,08
PP.27.130.05,PA01,B,27
PP.12.043.03,PA01,A,12
PP.27.130.06,PA01,B,27
PP.15.063.04,PA01,A,15
PK.05.028.02,PO02,C,05
PP.26.126.03,PA01,B,26
PP.26.126.04,PA01,B,26
PR.05.032.1.07,SA01,C,05
PP.31.053.2.02,PM04,0001,31
PP.28.051.09,PA01,D,28
PP.31.053.03,PM04,0001,31
PP.31.053.04,PM04,0001,31
PR.10.077.2.01,SA01,A,10
PR.10.077.2.02,SA01,A,10
PR.10.077.2.03,SA01,A,10
PR.10.077.2.04,SA01,A,10
PR.10.078.2.01,SA01,A,10
PR.10.078.2.02,SA01,A,10
PR.10.078.2.03,SA01,A,10
PR.10.078.2.04,SA01,A,10
PP.08.075.07,PA01,A,08
PR.29.036.1.10,SA01,D,29
PR.29.036.1.02,SA01,D,29
PR.29.036.1.03,SA01,D,29
PR.29.036.1.11,SA01,D,29
PP.21.066.07,PA01,A,21
PP.21.067.06,PA01,A,21
PP.31.025.05,PM04,0001,31
PK.24.035.01,PO02,A,24
PK.24.025.02,PO02,B,24
PR.28.029.1.01,SA01,D,28
PR.28.029.1.02,SA01,D,28
PR.28.029.1.03,SA01,D,28
PR.28.030.1.14,SA01,D,28
PR.07.090.1.13,SA01,C,07
PK.25.043.02,PO02,B,25
PP.04.032.09,PA02,D,04
PP.10.014.03,PA01,A,10
PP.10.014.04,PA01,A,10
PP.10.016.04,PA01,A,10
PR.07.090.1.14,SA01,C,07
PP.05.097.06,PA01,C,05
PR.07.024.1.12,SA01,C,07
PP.04.089.05,PA01,C,04
PP.31.052.06,PM04,0001,31
PR.29.010.1.09,SA01,D,29
PR.29.010.1.10,SA01,D,29
PR.29.010.1.11,SA01,D,29
PP.15.054.03,PA01,A,15
PK.03.048.01,PO02,C,03
PK.03.036.01,PO02,C,03
PK.03.043.01,PO02,C,03
PK.03.047.01,PO02,C,03
PK.03.069.01,PO02,C,03
PP.24.124.04,PA01,B,24
PR.17.044.2.03,SA01,A,17
PP.23.106.07,PA01,A,23
PR.20.077.2.01,SA01,A,20
PK.21.110.02,PO02,B,21
PP.31.030.06,PM04,0001,31
PK.04.008.01,PO02,C,04
PP.11.006.03,PA01,A,11
PP.22.027.06,PA01,A,22
PP.31.058.03,PM04,0001,31
PP.31.090.06,PM04,0001,31
PR.21.026.2.03,SA01,B,21
PK.11.050.01,PO02,A,11
PR.31.095.1.09,PM04,0001,31
PR.31.095.1.10,PM04,0001,31
PR.31.095.1.11,PM04,0001,31
PR.12.015.2.01,SA01,C,12
PR.16.050.2.02,SA01,A,16
PP.24.103.06,PA01,B,24
PR.31.059.1.07,PM04,0001,31
PP.14.056.03,PA01,A,14
PP.05.035.05,PA01,C,05
PP.05.043.03,PA01,C,05
PP.14.056.05,PA01,A,14
PP.23.050.03,PA01,A,23
PP.14.056.04,PA01,A,14
PR.19.067.2.03,SA01,A,19
PR.19.077.2.03,SA01,A,19
PP.15.044.07,PA01,A,15
PP.23.128.03,PA01,A,23
PP.23.128.04,PA01,A,23
PR.07.103.2.04,SA01,C,07
PK.18.062.02,PO02,C,18
PR.16.052.2.02,SA01,A,16
PP.18.076.05,PA01,A,18
PP.18.076.06,PA01,A,18
PP.30.107.05,PA01,D,30
PP.08.093.05,PA01,A,08
PP.10.012.03,PA01,A,10
PP.31.032.03,PM04,0001,31
PP.31.032.04,PM04,0001,31
PP.31.050.07,PM04,0001,31
PP.31.048.2.12,PM04,0001,31
PR.19.047.2.03,SA01,A,19
PR.06.064.1.02,SA01,C,06
PR.31.115.1.10,PM04,0001,31
PR.31.115.1.11,PM04,0001,31
PP.03.127.03,PA01,C,03
PR.11.013.2.04,SA01,C,11
PP.20.049.03,PA01,A,20
PR.31.115.1.08,PM04,0001,31
PR.31.056.1.06,PM04,0001,31
PR.31.056.1.07,PM04,0001,31
PR.31.057.1.01,PM04,0001,31
PR.31.057.1.02,PM04,0001,31
PR.31.115.1.07,PM04,0001,31
PR.31.115.1.09,PM04,0001,31
PP.09.063.05,PA01,A,09
PP.09.064.05,PA01,A,09
PR.05.012.1.07,SA01,C,05
PR.05.013.1.06,SA01,C,05
PR.05.013.2.04,SA01,C,05
PR.05.014.1.04,SA01,C,05
PR.05.015.1.06,SA01,C,05
PP.04.099.08,PA01,C,04
PP.02.107.05,PA03,A,02
PP.17.005.06,PA01,A,17
PP.23.093.06,PA01,A,23
PK.23.087.02,PO02,B,23
PK.23.120.02,PO02,B,23
PP.12.077.05,PA01,A,12
PP.26.008.07,PA05,B,26
PR.20.045.2.04,SA01,A,20
PR.17.075.2.04,SA01,A,17
PP.30.007.07,PA01,D,30
PR.20.071.2.02,SA01,A,20
PK.06.119.02,PO02,C,06
PK.07.022.02,PO02,C,07
PK.23.107.02,PO02,B,23
PK.23.109.02,PO02,B,23
PP.31.072.2.14,PM04,0001,31
PR.28.086.2.02,SA01,D,28
PP.32.097.2.01,PM08,0001,32
PR.20.008.2.03,SA01,B,20
PR.20.008.2.04,SA01,B,20
PR.20.011.2.01,SA01,B,20
PR.20.011.2.02,SA01,B,20
PR.20.012.2.04,SA01,B,20
PK.04.084.02,PO02,C,04
PR.20.017.2.01,SA01,B,20
PP.14.064.03,PA01,A,14
PR.10.008.1.02,SA01,C,10
PP.23.057.04,PA01,A,23
PR.10.011.1.05,SA01,C,10
PK.23.104.01,PO02,A,23
PR.10.011.2.01,SA01,C,10
PK.24.005.01,PO02,A,24
PR.10.011.2.02,SA01,C,10
PK.05.109.02,PO02,C,05
PP.23.059.04,PA01,A,23
PP.23.059.06,PA01,A,23
PP.23.061.03,PA01,A,23
PP.21.043.06,PA01,A,21
PP.10.087.03,PA01,A,10
PK.22.032.02,PO02,B,22
PP.21.043.07,PA01,A,21
PK.24.005.02,PO02,B,24
PP.26.106.04,PA01,B,26
PP.21.045.03,PA01,A,21
PP.21.045.05,PA01,A,21
PP.21.045.06,PA01,A,21
PP.21.067.07,PA01,A,21
PP.17.033.07,PA01,A,17
PP.30.122.03,PA01,D,30
PP.11.032.07,PA01,A,11
PK.06.110.02,PO02,C,06
PP.10.017.03,PA01,A,10
PP.10.019.03,PA01,A,10
PP.28.077.06,PA01,D,28
PK.03.088.02,PO02,C,03
PP.03.073.06,PA01,C,03
PK.07.043.02,PO02,C,07
PP.25.060.03,PA01,B,25
PP.28.075.09,PA01,D,28
PR.30.005.2.03,SA01,D,30
PP.25.104.07,PA05,B,25
PK.07.120.02,PO02,C,07
PP.10.076.06,PA01,A,10
PP.15.057.03,PA01,A,15
PP.15.057.04,PA01,A,15
PP.27.097.09,PA01,B,27
PP.27.109.03,PA01,B,27
PP.27.109.04,PA01,B,27
PP.07.043.04,PA01,C,07
PP.07.075.06,PA01,C,07
PP.07.087.06,PA01,C,07
PP.07.089.03,PA01,C,07
PP.11.043.04,PA01,A,11
PR.28.125.1.05,SA01,D,28
PP.14.028.05,PA01,A,14
PP.16.046.05,PA01,A,16
PP.14.028.03,PA01,A,14
PP.14.028.04,PA01,A,14
PP.15.029.03,PA01,A,15
PP.31.044.2.14,PM04,0001,31
PP.31.044.2.15,PM04,0001,31
PP.10.085.06,PA01,A,10
PP.10.085.07,PA01,A,10
PP.10.097.05,PA01,A,10
PR.05.085.2.01,SA01,C,05
PR.24.074.2.01,SA01,B,24
PP.27.017.04,PA01,B,27
PR.24.071.2.03,SA01,B,24
PR.24.071.2.04,SA01,B,24
PR.24.074.2.02,SA01,B,24
PR.24.074.2.03,SA01,B,24
PP.01.052.05,PA02,D,01
PP.09.045.03,PA01,A,09
PR.07.094.1.08,SA01,C,07
PP.10.050.07,PA01,A,10
PK.04.064.02,PO02,C,04
PR.06.106.1.04,SA01,C,06
PR.20.049.2.03,SA01,A,20
PP.04.097.07,PA01,C,04
PP.04.113.04,PA01,C,04
PP.04.113.03,PA01,C,04
PP.31.128.2.11,PM04,0001,31
PP.31.128.2.13,PM04,0001,31
PP.31.128.2.14,PM04,0001,31
PR.13.055.2.04,SA01,A,13
PR.31.034.1.05,PM04,0001,31
PR.31.034.1.04,PM04,0001,31
PK.01.014.01,PA02,D,01
PR.31.021.1.11,PM04,0001,31
PR.31.024.1.04,PM04,0001,31
PR.11.017.2.04,SA01,C,11
PR.30.033.1.06,SA01,D,30
PR.30.033.1.07,SA01,D,30
PR.30.033.1.08,SA01,D,30
PR.30.033.1.09,SA01,D,30
PR.30.034.1.01,SA01,D,30
PR.30.033.1.10,SA01,C,30
PR.30.033.1.11,SA01,D,30
PR.30.034.1.02,SA01,D,30
PR.30.033.1.12,SA01,D,30
PR.30.033.1.13,SA01,D,30
PR.30.033.1.14,SA01,D,30
PR.30.033.1.15,SA01,D,30
PR.30.034.1.03,SA01,D,30
PK.17.047.01,PO02,A,17
PP.30.122.05,PA01,D,30
PK.13.018.01,PO02,A,13
PP.04.118.07,PA01,C,04
PP.18.030.06,PA01,A,18
PR.28.107.1.12,SA01,D,28
PK.23.008.01,PO02,A,23
PK.24.126.02,PO02,B,24
PP.24.128.07,PA01,B,24
PR.29.108.1.06,SA01,D,29
PK.17.056.01,PO02,A,17
PR.31.085.1.13,PM04,0001,31
PK.17.070.01,PO02,A,17
PK.19.025.02,PO02,B,19
PK.21.005.01,PO02,A,21
PK.30.023.01,PO01,D,30
PK.30.025.01,PO01,D,30
PK.30.027.01,PO01,D,30
PK.30.029.01,PO01,D,30
PK.30.031.01,PO01,D,30
PK.30.033.01,PO01,D,30
PP.19.019.04,PA01,A,19
PK.30.035.01,PO01,D,30
PP.26.008.03,PA01,B,26
PP.09.077.03,PA01,A,09
PR.07.047.1.08,SA01,C,07
PR.07.047.1.09,SA01,C,07
PR.07.047.1.10,SA01,C,07
PR.07.047.1.11,SA01,C,07
PR.07.047.1.12,SA01,C,07
PR.07.047.1.13,SA01,C,07
PR.07.084.1.06,SA01,C,07
PR.11.036.2.01,SA01,C,11
PR.15.056.2.04,SA01,A,15
PR.17.064.2.03,SA01,A,17
PR.16.074.2.03,SA01,A,16
PR.17.054.2.02,SA01,A,17
PP.20.045.05,PA01,A,20
PP.20.045.06,PA01,A,20
PP.20.045.07,PA01,A,20
PR.17.073.2.01,SA01,A,17
PP.05.050.03,PA01,C,05
PP.05.074.03,PA01,C,05
PP.07.115.03,PA01,C,07
PP.09.106.04,PA01,A,09
PP.10.052.04,PA01,A,10
PP.14.034.06,PA01,A,14
PP.14.036.05,PA01,A,14
PP.14.036.06,PA01,A,14
PP.14.048.06,PA01,A,14
PR.31.122.1.05,PM04,0001,31
PK.12.055.02,PO02,C,12
PP.23.123.06,PA01,A,23
PR.15.056.2.03,SA01,A,15
PR.28.051.1.01,SA01,D,28
PR.28.051.1.02,SA01,D,28
PR.28.051.1.03,SA01,D,28
PP.17.032.07,PA01,A,17
PR.28.051.1.04,SA01,D,28
PR.28.051.1.05,SA01,D,28
PK.03.023.01,PO02,C,03
PK.03.054.01,PO02,C,03
PK.04.054.02,PO02,C,04
PR.30.006.1.07,SA01,D,30
PP.08.125.05,PA01,A,08
PK.04.062.01,PO02,C,04
PR.30.006.1.08,SA01,D,30
PK.14.074.01,PO02,A,14
PR.30.006.1.09,SA01,D,30
PR.30.006.1.10,SA01,D,30
PR.30.006.1.11,SA01,D,30
PR.30.006.1.12,SA01,D,30
PK.15.017.01,PO02,A,15
PR.30.022.1.09,SA01,D,30
PR.30.022.1.10,SA01,D,30
PR.30.022.1.11,SA01,D,30
PP.27.083.08,PA01,B,27
PR.30.022.1.15,SA01,D,30
PR.30.022.1.12,SA01,D,30
PP.31.111.05,PM04,0001,31
PR.30.022.1.13,SA01,D,30
PK.14.076.02,PO02,C,14
PP.23.124.04,PA01,A,23
PR.30.022.1.14,SA01,D,30
PR.06.085.1.06,SA01,C,06
PP.27.075.09,PA01,B,27
PR.07.043.2.01,SA01,C,07
PR.11.008.1.04,SA01,C,11
PR.30.034.1.04,SA01,D,30
PR.30.034.1.05,SA01,D,30
PR.30.034.1.06,SA01,D,30
PR.30.034.1.07,SA01,D,30
PR.30.034.1.08,SA01,D,30
PR.30.034.1.09,SA01,D,30
PR.30.034.1.10,SA01,D,30
PP.03.023.08,PA01,C,03
PP.03.024.03,PA01,C,03
PP.03.024.04,PA01,C,03
PP.07.073.04,PA01,C,07
PP.07.073.05,PA01,C,07
PP.07.095.04,PA01,C,07
PP.07.095.05,PA01,C,07
PK.10.058.02,PO02,C,10
PR.07.098.1.04,SA01,C,07
PR.07.098.1.05,SA01,C,07
PK.03.030.01,PO02,C,03
PR.07.098.1.06,SA01,C,07
PK.03.071.01,PO02,C,03
PP.04.100.08,PA01,C,04
PP.06.021.03,PA01,C,06
PK.05.046.02,PO02,C,05
PP.08.125.06,PA01,A,08
PP.07.061.04,PA01,C,07
PP.31.030.2.09,PM04,0001,31
PR.15.069.2.01,SA01,A,15
PR.15.070.2.04,SA01,A,15
PR.17.012.2.02,SA01,C,17
PR.20.016.2.01,SA01,B,20
PR.24.116.2.01,SA01,B,24
PR.24.116.2.02,SA01,B,24
PK.11.031.02,PO02,C,11
PK.07.047.02,PO02,C,07
PK.07.122.02,PO02,C,07
PK.08.066.01,PO02,A,08
PR.07.112.2.04,SA01,C,07
PP.01.039.05,PA02,D,01
PK.23.069.01,PO02,A,23
PR.25.072.2.04,SA01,B,25
PR.25.061.2.03,SA01,B,25
PK.12.064.02,PO02,C,12
PR.25.062.2.05,SA01,B,25
PR.25.063.2.01,SA01,B,25
PR.25.068.2.03,SA01,B,25
PR.25.068.2.04,SA01,B,25
PP.24.096.06,PA01,B,24
PP.24.096.07,PA01,B,24
PP.18.059.07,PA01,A,18
PP.10.115.05,PA01,A,10
PP.18.059.06,PA01,A,18
PP.04.010.09,PA02,D,04
PP.08.045.04,PA01,A,08
PP.30.126.04,PA01,D,30
PP.25.045.03,PA01,B,25
PP.30.126.03,PA01,D,30
PP.30.126.05,PA01,D,30
PP.27.089.05,PA01,B,27
PP.27.089.06,PA01,B,27
PP.15.007.06,PA01,A,15
PP.27.107.03,PA01,B,27
PR.30.006.1.13,SA01,D,30
PR.30.006.1.14,SA01,D,30
PR.30.006.1.15,SA01,D,30
PR.30.006.2.02,SA01,D,30
PP.26.088.03,PA01,B,26
PR.30.008.1.01,SA01,D,30
PR.30.008.1.02,SA01,D,30
PR.30.008.1.03,SA01,D,30
PR.30.024.1.01,SA01,D,30
PR.30.024.1.02,SA01,D,30
PR.30.024.1.03,SA01,D,30
PR.30.024.1.04,SA01,D,30
PR.30.024.1.05,SA01,D,30
PR.30.024.1.06,SA01,D,30
PR.30.024.1.07,SA01,D,30
PR.30.034.1.11,SA01,D,30
PR.07.014.1.03,SA01,C,07
PR.30.034.1.12,SA01,D,30
PR.30.034.1.13,SA01,D,30
PR.30.034.1.14,SA01,D,30
PR.07.015.1.03,SA01,C,07
PR.30.034.1.15,SA01,D,30
PR.07.063.1.02,SA01,C,07
PP.06.074.03,PA01,C,06
PP.28.053.07,PA01,D,28
PR.07.107.1.13,SA01,C,07
PP.03.076.04,PA01,C,03
PP.28.053.08,PA01,D,28
PK.25.056.01,PO02,B,25
PK.25.085.01,PO02,B,25
PP.22.072.05,PA01,A,22
PP.22.088.06,PA01,A,22
PK.25.086.01,PO02,B,25
PP.22.072.07,PA01,A,22
PP.22.086.03,PA01,A,22
PK.25.095.01,PO02,B,25
PK.25.096.01,PO02,B,25
PR.31.085.1.14,PM04,0001,31
PK.19.062.01,PO02,A,19
PR.31.085.1.15,PM04,0001,31
PK.21.122.02,PO02,B,21
PK.22.062.02,PO02,B,22
PR.29.093.1.15,SA01,D,29
PK.22.053.01,PO02,A,22
PR.29.094.1.01,SA01,D,29
PP.30.007.06,PA01,D,30
PR.16.027.2.03,SA01,C,16
PR.24.098.2.02,SA01,B,24
PR.16.065.2.02,SA01,A,16
PK.11.062.01,PO02,A,11
PP.06.070.07,PA01,C,06
PP.06.130.03,PA01,C,06
PK.13.012.01,PO02,A,13
PK.08.019.01,PO02,A,08
PP.23.019.06,PA01,B,23
PK.08.095.01,PO02,A,08
PK.09.012.01,PO02,A,09
PP.23.019.07,PA01,B,23
PK.09.012.02,PO02,C,09
PK.09.019.01,PO02,A,09
PK.09.043.01,PO02,A,09
PR.29.008.1.11,SA01,D,29
PP.09.062.06,PA01,A,09
PR.29.008.1.12,SA01,D,29
PR.29.008.1.13,SA01,D,29
PR.29.008.1.14,SA01,D,29
PR.29.008.1.15,SA01,D,29
PP.21.059.07,PA01,A,21
PK.09.073.01,PO02,A,09
PP.21.051.04,PA01,A,21
PP.21.051.05,PA01,A,21
PP.21.059.06,PA01,A,21
PR.24.052.2.01,SA01,B,24
PR.24.052.2.02,SA01,B,24
PR.24.056.2.02,SA01,B,24
PR.24.056.2.03,SA01,B,24
PP.22.025.04,PA01,A,22
PP.22.053.07,PA01,A,22
PP.30.075.07,PA01,D,30
PP.31.089.05,PM04,0001,31
PP.17.021.05,PA01,A,17
PP.24.088.05,PA01,B,24
PR.12.010.1.05,SA01,C,12
PR.12.014.1.04,SA01,C,12
PK.25.083.01,PO02,B,25
PK.08.051.02,PO02,C,08
PP.21.072.03,PA01,A,21
PK.08.089.01,PO02,A,08
PK.08.090.01,PO02,A,08
PR.15.069.2.03,SA01,A,15
PK.06.126.02,PO02,C,06
PK.26.109.02,PO02,B,26
PK.08.098.01,PO02,A,08
PP.04.114.06,PA01,C,04
PP.28.057.03,PA01,D,28
PP.28.057.04,PA01,D,28
PR.28.113.1.01,SA01,D,28
PR.28.113.1.02,SA01,D,28
PR.28.113.1.03,SA01,D,28
PR.30.008.1.04,SA01,D,30
PR.30.008.1.05,SA01,D,30
PR.25.072.2.05,SA01,B,25
PR.25.073.2.02,SA01,B,25
PR.30.008.1.06,SA01,D,30
PR.30.008.1.07,SA01,D,30
PR.30.008.1.08,SA01,D,30
PR.30.008.1.09,SA01,D,30
PR.30.008.1.10,SA01,D,30
PR.30.008.1.11,SA01,D,30
PR.30.008.1.12,SA01,D,30
PP.06.085.06,PA01,C,06
PP.14.070.04,PA01,A,14
PR.30.024.1.08,SA01,D,30
PR.30.024.1.09,SA01,D,30
PR.30.024.1.10,SA01,D,30
PR.30.024.1.11,SA01,D,30
PP.14.070.06,PA01,A,14
PP.14.075.06,PA01,A,14
PP.14.075.07,PA01,A,14
PP.14.077.03,PA01,A,14
PR.30.024.1.14,SA01,D,30
PR.07.059.1.14,SA01,C,07
PR.30.024.1.12,SA01,D,30
PR.30.024.1.13,SA01,D,30
PP.23.024.05,PA01,B,23
PR.25.015.2.02,SA01,B,25
PR.13.054.2.02,SA01,A,13
PR.18.064.2.01,SA01,A,18
PR.25.017.2.05,SA01,B,25
PR.25.018.2.01,SA01,B,25
PR.25.018.2.02,SA01,B,25
PP.05.034.03,PA01,C,05
PR.28.014.1.07,SA01,D,28
PK.15.035.01,PO02,A,15
PR.05.114.2.03,SA01,C,05
PR.28.052.2.01,SA01,D,28
PR.28.052.2.03,SA01,D,28
PR.28.052.2.04,SA01,D,28
PK.15.035.02,PO02,C,15
PR.28.011.1.05,SA01,D,28
PR.28.011.1.06,SA01,D,28
PR.28.011.1.07,SA01,D,28
PR.28.019.1.01,SA01,D,28
PR.28.019.1.02,SA01,D,28
PR.28.019.1.03,SA01,D,28
PR.28.019.1.04,SA01,D,28
PR.28.019.1.05,SA01,D,28
PP.29.005.03,PA01,D,29
PR.30.029.1.01,SA01,D,30
PR.30.029.1.06,SA01,D,30
PR.30.029.1.02,SA01,D,30
PR.30.029.1.07,SA01,D,30
PR.30.029.1.08,SA01,D,30
PR.30.029.1.03,SA01,D,30
PK.23.128.01,PO02,A,23
PR.30.031.1.15,SA01,D,30
PR.25.061.2.01,SA01,B,25
PR.12.029.1.01,SA01,C,12
PK.24.107.01,PO02,A,24
PR.12.029.1.02,SA01,C,12
PP.27.077.05,PA01,B,27
PR.17.029.2.01,SA01,C,17
PR.25.060.2.05,SA01,B,25
PK.08.077.01,PO02,A,08
PP.23.090.03,PA01,A,23
PP.23.090.04,PA01,A,23
PP.23.092.07,PA01,A,23
PP.21.026.07,PA01,A,21
PR.07.128.1.11,SA01,C,07
PR.08.032.2.01,SA01,C,08
PR.10.012.2.05,SA01,C,10
PR.10.006.2.05,SA01,C,10
PR.29.104.1.04,SA01,D,29
PP.07.125.04,PA01,C,07
PP.18.078.03,PA01,A,18
PP.18.078.04,PA01,A,18
PP.22.089.04,PA01,A,22
PP.22.089.05,PA01,A,22
PP.24.049.07,PA01,B,24
PP.27.076.05,PA01,B,27
PR.07.069.1.12,SA01,C,07
PR.07.069.1.14,SA01,C,07
PR.07.069.2.02,SA01,C,07
PR.07.069.1.15,SA01,C,07
PR.07.069.2.01,SA01,C,07
PK.25.047.02,PO02,B,25
PP.28.007.06,PA01,D,28
PR.30.008.1.13,SA01,D,30
PR.30.008.1.14,SA01,D,30
PR.30.008.1.15,SA01,D,30
PR.30.010.1.04,SA01,D,30
PR.30.009.2.02,SA01,D,30
PP.01.024.06,PA02,D,01
PR.30.010.1.01,SA01,D,30
PR.30.010.1.02,SA01,D,30
PR.30.010.1.03,SA01,D,30
PR.30.010.1.05,SA01,D,30
PP.31.053.07,PM04,0001,31
PR.13.008.2.01,SA01,C,13
PR.08.005.2.02,SA01,C,08
PR.12.025.2.04,SA01,C,12
PP.25.064.03,PA01,B,25
PP.25.064.04,PA01,B,25
PP.25.064.05,PA01,B,25
PP.25.066.03,PA01,B,25
PP.25.066.04,PA01,B,25
PK.17.073.01,PO02,A,17
PP.25.066.05,PA01,B,25
PP.25.066.06,PA01,B,25
PP.25.066.07,PA05,B,25
PP.17.059.06,PA01,A,17
PP.17.059.07,PA01,A,17
PP.22.020.05,PA01,A,22
PP.02.112.07,PA03,A,02
PR.07.105.2.03,SA01,C,07
PP.10.029.04,PA01,A,10
PP.28.112.08,PA01,D,28
PR.11.006.2.05,SA01,C,11
PR.05.095.2.02,SA01,C,05
PR.05.098.2.04,SA01,C,05
PR.05.099.1.03,SA01,C,05
PR.05.096.1.02,SA01,C,05
PR.05.101.1.01,SA01,C,05
PR.05.096.1.06,SA01,C,05
PR.05.098.2.01,SA01,C,05
PR.05.098.2.02,SA01,C,05
PR.05.098.2.03,SA01,C,05
PR.30.108.2.02,SA01,D,30
PP.05.092.06,PA01,C,05
PP.28.071.07,PA01,D,28
PP.17.029.05,PA01,A,17
PP.06.078.03,PA01,C,06
PP.07.013.07,PA01,C,07
PP.05.078.03,PA01,C,05
PP.05.089.04,PA01,C,05
PR.28.045.2.05,SA01,D,28
PR.28.083.1.06,SA01,D,28
PR.28.083.1.07,SA01,D,28
PR.28.083.1.08,SA01,D,28
PP.30.113.08,PA01,D,30
PP.30.125.06,PA01,D,30
PP.29.069.04,PA01,D,29
PP.29.069.05,PA01,D,29
PP.30.010.06,PA01,D,30
PP.04.053.03,PA01,C,04
PR.22.117.2.01,SA01,A,22
PR.28.073.1.09,SA01,D,28
PR.28.073.1.10,SA01,D,28
PP.30.122.2.02,SA01,D,30
PP.30.123.2.02,SA01,D,30
PP.30.125.2.02,SA01,D,30
PP.30.126.2.02,SA01,D,30
PP.30.127.2.02,SA01,D,30
PP.30.128.2.02,SA01,D,30
PP.30.129.2.02,SA01,D,30
PK.04.126.01,PO02,C,04
PP.03.056.04,PA01,C,03
PP.03.094.08,PA01,C,03
PR.30.106.2.02,SA01,D,30
PR.30.106.2.03,SA01,D,30
PR.30.106.2.04,SA01,D,30
PR.30.107.2.05,SA01,D,30
PK.03.033.01,PO02,C,03
PP.29.028.04,PA01,D,29
PP.30.047.04,PA01,D,30
PR.05.093.1.07,SA01,C,05
PP.29.019.06,PA01,D,29
PP.30.025.03,PA01,D,30
PP.30.069.03,PA01,D,30
PP.10.101.07,PA01,A,10
PP.03.066.07,PA01,C,03
PK.25.106.02,PO02,B,25
PP.06.087.07,PA01,C,06
PR.29.124.1.04,SA01,D,29
PR.29.124.1.05,SA01,D,29
PR.29.125.1.05,SA01,D,29
PP.31.052.2.10,PM04,0001,31
PR.06.033.1.03,SA01,C,06
PR.23.023.2.03,SA01,B,23
PR.28.049.1.11,SA01,D,28
PP.14.048.04,PA01,A,14
PK.08.096.01,PO02,A,08
PP.17.056.07,PA01,A,17
PP.20.064.06,PA01,A,20
PR.28.049.1.12,SA01,D,28
PR.28.049.1.13,SA01,D,28
PR.28.065.1.08,SA01,D,28
PR.28.065.1.09,SA01,D,28
PK.14.046.02,PO02,C,14
PK.23.018.02,PO02,B,23
PP.27.095.07,PA01,B,27
PK.11.012.02,PO02,C,11
PR.31.127.1.03,PM04,0001,31
PR.31.127.1.04,PM04,0001,31
PR.31.127.1.05,PM04,0001,31
PR.31.127.1.06,PM04,0001,31
PP.05.106.06,PA01,C,05
PR.31.111.1.14,PM04,0001,31
PR.31.111.1.15,PM04,0001,31
PR.31.112.1.01,PM04,0001,31
PR.31.112.1.02,PM04,0001,31
PR.31.112.1.03,PM04,0001,31
PR.31.112.1.05,PM04,0001,31
PR.08.028.2.04,SA01,C,08
PR.31.117.1.11,PM04,0001,31
PR.31.117.1.12,PM04,0001,31
PR.14.024.2.01,SA01,C,14
PR.31.117.1.13,PM04,0001,31
PP.31.070.07,PM04,0001,31
PP.31.112.06,PM04,0001,31
PP.14.050.05,PA01,A,14
PP.16.049.05,PA01,A,16
PP.16.049.06,PA01,A,16
PK.13.036.02,PO02,C,13
PR.31.026.1.04,PM04,0001,31
PR.14.067.2.04,SA01,A,14
PR.14.071.2.02,SA01,A,14
PR.14.071.2.03,SA01,A,14
PP.28.090.09,PA01,D,28
PP.28.088.06,PA01,D,28
PP.28.088.07,PA01,D,28
PK.14.045.02,PO02,C,14
PP.07.088.07,PA04,C,07
PP.10.067.04,PA01,A,10
PP.12.043.06,PA01,A,12
PP.12.059.03,PA01,A,12
PP.06.016.03,PA01,C,06
PP.06.018.04,PA01,C,06
PR.09.102.2.03,SA01,A,09
PR.09.102.2.04,SA01,A,09
PR.09.103.2.01,SA01,A,09
PP.27.017.06,PA01,B,27
PR.07.051.1.13,SA01,C,07
PR.09.103.2.02,SA01,A,09
PR.09.103.2.03,SA01,A,09
PR.09.103.2.04,SA01,A,09
PR.09.104.2.01,SA01,A,09
PR.28.085.1.11,SA01,D,28
PR.28.085.1.12,SA01,D,28
PR.28.085.1.13,SA01,D,28
PR.28.085.1.14,SA01,D,28
PR.28.033.1.09,SA01,D,28
PR.07.045.2.01,SA01,C,07
PR.07.045.2.02,SA01,C,07
PP.21.048.06,PA01,A,21
PP.23.053.06,PA01,A,23
PP.23.055.03,PA01,A,23
PR.22.087.2.02,SA01,A,22
