bin_num,bin_typ,bin_sec,bin_asl
PP.18.077.07,PA01,A,18
PR.06.034.2.02,SA01,C,06
PP.03.097.09,PA02,D,03
PP.03.099.09,PA02,D,03
PP.04.100.06,PA01,C,04
PK.18.032.02,PO02,C,18
PR.30.099.2.05,SA01,D,30
PR.30.109.2.05,SA01,D,30
PR.20.076.2.02,SA01,A,20
PP.06.015.04,PA01,C,06
PP.06.015.05,PA01,C,06
PP.06.015.06,PA01,C,06
PP.06.015.07,PA01,C,06
PP.06.017.03,PA01,C,06
PP.06.017.04,PA01,C,06
PR.09.029.1.03,SA01,C,09
PP.15.033.06,PA01,A,15
PR.26.119.2.04,SA01,B,26
PP.15.035.05,PA01,A,15
PP.12.025.04,PA01,A,12
PP.01.003.05,PA02,D,01
PR.16.008.2.04,SA01,C,16
PR.29.090.1.08,SA01,D,29
PK.15.030.01,PO02,A,15
PP.11.054.06,PA01,A,11
PP.17.056.04,PA01,A,17
PR.29.107.1.13,SA01,D,29
PR.29.107.1.14,SA01,D,29
PP.02.066.07,PA03,A,02
PP.31.093.05,PM04,0001,31
PR.07.095.1.04,SA01,C,07
PP.07.061.05,PA01,C,07
PR.15.053.2.03,SA01,A,15
PP.04.009.08,PA01,C,04
PR.28.108.1.02,SA01,D,28
PR.28.109.1.13,SA01,D,28
PR.16.033.2.01,SA01,C,16
PR.28.109.1.14,SA01,D,28
PR.29.129.1.02,SA01,D,29
PR.28.109.1.15,SA01,D,28
PR.16.033.2.03,SA01,C,16
PR.28.109.2.02,SA01,D,28
PR.28.109.2.05,SA01,D,28
PR.16.033.2.04,SA01,C,16
PP.13.023.05,PA01,A,13
PP.17.022.05,PA01,A,17
PR.26.122.2.01,SA01,B,26
PK.01.055.01,PA02,D,01
PP.07.113.04,PA01,C,07
PP.03.086.07,PA01,C,03
PP.21.072.04,PA01,A,21
PP.04.094.09,PA02,D,04
PP.15.048.04,PA01,A,15
PK.26.033.02,PO02,B,26
PP.05.109.05,PA01,C,05
PP.04.033.09,PA02,D,04
PP.05.047.05,PA01,C,05
PP.07.116.04,PA01,C,07
PR.29.090.1.10,SA01,D,29
PR.29.092.1.15,SA01,D,29
PR.29.093.1.01,SA01,D,29
PR.29.093.1.02,SA01,D,29
PP.21.006.05,PA01,A,21
PR.17.034.2.04,SA01,C,17
PR.29.102.1.11,SA01,D,29
PR.17.027.2.04,SA01,C,17
PR.17.028.2.01,SA01,C,17
PR.17.034.2.02,SA01,C,17
PR.29.102.1.13,SA01,D,29
PR.29.102.1.14,SA01,D,29
PP.27.096.04,PA01,B,27
PR.29.104.1.14,SA01,D,29
PR.29.104.1.15,SA01,D,29
PP.27.083.06,PA01,B,27
PK.21.016.02,PO02,B,21
PP.31.067.2.06,PM04,0001,31
PR.09.029.2.01,SA01,C,09
PP.17.036.06,PA01,A,17
PP.20.053.04,PA01,A,20
PP.09.107.07,PA01,A,09
PP.17.010.03,PA01,A,17
PP.30.013.08,PA01,D,30
PP.23.104.03,PA01,A,23
PP.19.006.06,PA01,A,19
PP.19.010.07,PA01,A,19
PP.23.104.04,PA01,A,23
PP.23.104.05,PA01,A,23
PP.31.095.2.06,PM04,0001,31
PP.31.095.2.07,PM04,0001,31
PP.31.063.2.10,PM04,0001,31
PP.31.063.2.13,PM04,0001,31
PP.31.063.2.14,PM04,0001,31
PR.21.053.2.03,SA01,A,21
PK.12.071.02,PO02,C,12
PK.25.025.02,PO02,B,25
PP.24.065.03,PA01,B,24
PK.04.055.01,PO02,C,04
PR.29.088.1.13,SA01,D,29
PR.29.088.1.06,SA01,D,29
PR.31.019.1.15,PM04,0001,31
PR.31.020.1.01,PM04,0001,31
PR.31.020.1.02,PM04,0001,31
PR.31.020.1.03,PM04,0001,31
PR.29.088.1.08,SA01,D,29
PR.29.088.1.09,SA01,D,29
PR.29.088.1.11,SA01,D,29
PR.29.088.1.12,SA01,D,29
PR.31.020.1.04,PM04,0001,31
PR.28.075.1.10,SA01,D,28
PR.28.075.1.11,SA01,D,28
PR.28.075.1.12,SA01,D,28
PR.28.075.1.13,SA01,D,28
PP.02.058.02,PA03,A,02
PP.22.023.04,PA01,A,22
PP.24.047.04,PA01,B,24
PP.24.047.05,PA01,B,24
PR.29.089.1.15,SA01,D,29
PP.24.047.07,PA01,B,24
PR.29.090.1.01,SA01,D,29
PR.29.090.1.02,SA01,D,29
PR.29.090.1.03,SA01,D,29
PR.29.090.1.05,SA01,D,29
PK.14.054.02,PO02,C,14
PR.16.035.2.01,SA01,C,16
PR.16.035.2.02,SA01,C,16
PR.16.035.2.03,SA01,C,16
PR.16.035.2.04,SA01,C,16
PP.28.115.06,PA01,D,28
PP.19.025.03,PA01,A,19
PP.19.025.07,PA01,A,19
PR.07.075.1.10,SA01,C,07
PP.28.075.06,PA01,D,28
PK.25.124.02,PO02,B,25
PR.29.106.1.01,SA01,D,29
PR.29.106.1.02,SA01,D,29
PR.29.106.1.03,SA01,D,29
PR.29.107.1.02,SA01,D,29
PR.29.107.1.03,SA01,D,29
PR.29.107.1.04,SA01,D,29
PR.29.107.1.06,SA01,D,29
PP.07.061.07,PA04,C,07
PP.04.030.09,PA02,D,04
PP.23.096.06,PA01,A,23
PP.23.007.04,PA01,A,23
PP.23.033.04,PA01,A,23
PP.23.096.05,PA01,A,23
PK.17.009.02,PO02,C,17
PP.11.013.05,PA01,A,11
PP.22.025.05,PA01,A,22
PP.31.069.2.05,PM04,0001,31
PP.31.069.2.06,PM04,0001,31
PP.31.069.2.07,PM04,0001,31
PP.07.126.06,PA01,C,07
PR.07.067.2.01,SA01,C,07
PP.31.069.2.08,PM04,0001,31
PP.31.069.2.09,PM04,0001,31
PR.31.112.1.13,PM04,0001,31
PR.31.045.1.07,PM04,0001,31
PR.31.046.1.03,PM04,0001,31
PR.31.046.1.05,PM04,0001,31
PR.31.112.1.12,PM04,0001,31
PK.26.021.02,PO02,B,26
PP.23.110.05,PA01,A,23
PR.28.023.1.02,SA01,D,28
PR.28.023.1.09,SA01,D,28
PR.28.023.1.11,SA01,D,28
PR.28.069.1.01,SA01,D,28
PR.28.069.1.02,SA01,D,28
PR.28.071.2.05,SA01,D,28
PP.31.105.06,PM04,0001,31
PP.31.102.07,PM04,0001,31
PP.23.089.03,PA01,A,23
PP.24.046.06,PA01,B,24
PK.25.011.02,PO02,B,25
PR.07.036.1.14,SA01,C,07
PR.07.067.2.04,SA01,C,07
PR.29.091.1.05,SA01,D,29
PR.29.108.1.09,SA01,D,29
PR.07.086.1.11,SA01,C,07
PK.04.073.01,PO02,C,04
PP.16.063.06,PA01,A,16
PK.04.096.01,PO02,C,04
PR.06.104.1.06,SA01,C,06
PR.09.031.1.02,SA01,C,09
PP.29.012.03,PA01,D,29
PP.29.110.07,PA01,D,29
PP.29.113.05,PA01,D,29
PP.30.045.03,PA01,D,30
PR.07.075.1.11,SA01,C,07
PR.07.075.1.12,SA01,C,07
PK.08.122.02,PO02,C,08
PR.20.062.2.01,SA01,A,20
PK.11.006.02,PO02,C,11
PR.29.119.1.01,SA01,D,29
PR.29.119.1.02,SA01,D,29
PR.29.108.1.15,SA01,D,29
PR.29.109.1.01,SA01,D,29
PR.29.109.1.02,SA01,D,29
PR.29.110.1.03,SA01,D,29
PR.29.110.1.05,SA01,D,29
PR.29.110.1.06,SA01,D,29
PK.23.103.01,PO02,A,23
PK.23.103.02,PO02,B,23
PR.05.052.1.05,SA01,C,05
PR.05.053.1.02,SA01,C,05
PR.29.124.1.13,SA01,D,29
PP.20.053.05,PA01,A,20
PR.29.124.1.15,SA01,D,29
PR.29.126.1.02,SA01,D,29
PP.20.065.05,PA01,A,20
PP.20.065.06,PA01,A,20
PR.07.102.1.08,SA01,C,07
PR.07.102.1.09,SA01,C,07
PR.07.102.1.10,SA01,C,07
PR.07.102.1.11,SA01,C,07
PR.07.102.1.12,SA01,C,07
PK.03.055.01,PO02,C,03
PK.04.057.01,PO02,C,04
PK.03.076.01,PO02,C,03
PK.04.058.01,PO02,C,04
PK.03.077.01,PO02,C,03
PK.04.059.01,PO02,C,04
PP.30.118.05,PA01,D,30
PK.04.075.01,PO02,C,04
PP.27.084.07,PA01,B,27
PR.05.125.1.06,SA01,C,05
PP.13.023.07,PA01,A,13
PP.24.048.04,PA01,B,24
PP.22.055.03,PA01,A,22
PR.08.035.2.02,SA01,C,08
PP.28.059.05,PA01,D,28
PR.09.014.1.01,SA01,C,09
PP.22.055.06,PA01,A,22
PR.17.061.2.04,SA01,A,17
PP.22.055.07,PA01,A,22
PK.27.054.02,PO02,B,27
PR.15.006.2.02,SA01,C,15
PR.08.020.2.02,SA01,C,08
PR.08.021.2.02,SA01,C,08
PR.08.022.2.03,SA01,C,08
PR.08.025.2.02,SA01,C,08
PP.29.044.07,PA01,D,29
PP.12.062.03,PA01,A,12
PP.20.062.06,PA01,A,20
PR.05.065.2.01,SA01,C,05
PR.05.065.2.04,SA01,C,05
PP.08.028.05,PA01,A,08
PP.32.091.2.14,PM08,0001,32
PR.22.110.2.02,SA01,A,22
PP.08.026.04,PA01,A,08
PP.08.026.05,PA01,A,08
PP.08.026.06,PA01,A,08
PP.08.026.07,PA01,A,08
PP.08.028.04,PA01,A,08
PR.21.023.2.03,SA01,B,21
PP.03.010.09,PA02,D,03
PP.03.012.04,PA01,C,03
PP.03.012.05,PA01,C,03
PP.03.012.06,PA01,C,03
PP.03.012.08,PA01,C,03
PP.03.012.09,PA02,D,03
PP.22.019.03,PA01,A,22
PP.22.019.04,PA01,A,22
PP.22.019.05,PA01,A,22
PP.22.045.07,PA01,A,22
PP.27.063.07,PA01,B,27
PR.10.075.2.04,SA01,A,10
PR.10.076.2.04,SA01,A,10
PP.03.031.08,PA01,C,03
PP.06.090.06,PA01,C,06
PR.09.009.2.05,SA01,C,09
PR.09.013.1.02,SA01,C,09
PR.29.036.1.04,SA01,D,29
PR.29.034.1.09,SA01,D,29
PR.29.034.1.10,SA01,D,29
PP.31.052.2.09,PM04,0001,31
PP.31.052.2.11,PM04,0001,31
PP.31.052.2.12,PM04,0001,31
PP.29.008.03,PA01,D,29
PP.29.010.06,PA01,D,29
PP.31.052.2.13,PM04,0001,31
PP.31.052.2.14,PM04,0001,31
PR.05.102.2.02,SA01,C,05
PR.22.117.2.03,SA01,A,22
PP.11.006.06,PA01,A,11
PP.31.065.05,PM04,0001,31
PP.31.067.04,PM04,0001,31
PR.07.118.2.04,SA01,C,07
PK.17.027.02,PO02,C,17
PP.05.072.06,PA01,C,05
PP.14.034.03,PA01,A,14
PP.14.036.07,PA01,A,14
PP.30.090.06,PA01,D,30
PP.31.021.07,PM04,0001,31
PP.31.083.03,PM04,0001,31
PR.25.093.2.01,SA01,B,25
PP.01.077.02,PA02,D,01
PP.05.093.05,PA01,C,05
PP.23.076.07,PA01,A,23
PK.18.025.01,PO02,A,18
PK.19.011.01,PO02,A,19
PK.19.017.01,PO02,A,19
PK.19.020.01,PO02,A,19
PR.24.027.2.04,SA01,B,24
PR.24.027.2.05,SA01,B,24
PR.24.026.2.01,SA01,B,24
PR.24.026.2.02,SA01,B,24
PR.24.026.2.03,SA01,B,24
PR.24.026.2.04,SA01,B,24
PR.24.026.2.05,SA01,B,24
PP.25.069.04,PA01,B,25
PR.07.007.1.07,SA01,C,07
PR.07.073.2.02,SA01,C,07
PR.07.109.1.12,SA01,C,07
PR.13.053.2.04,SA01,A,13
PR.07.120.2.03,SA01,C,07
PR.06.052.2.04,SA01,C,06
PP.23.074.07,PA01,A,23
PP.31.052.2.01,PM04,0001,31
PR.28.102.1.02,SA01,D,28
PP.31.052.2.03,PM04,0001,31
PR.28.102.1.03,SA01,D,28
PP.31.052.2.05,PM04,0001,31
PR.28.103.2.03,SA01,D,28
PP.31.052.2.06,PM04,0001,31
PR.28.103.2.05,SA01,D,28
PR.05.052.1.02,SA01,C,05
PR.21.059.2.02,SA01,A,21
PR.31.033.1.05,PM04,0001,31
PR.31.033.1.06,PM04,0001,31
PR.31.033.1.07,PM04,0001,31
PR.31.033.1.08,PM04,0001,31
PR.05.083.2.04,SA01,C,05
PP.16.026.06,PA01,A,16
PP.17.019.07,PA01,A,17
PP.17.023.03,PA01,A,17
PP.17.023.05,PA01,A,17
PK.13.015.01,PO02,A,13
PP.12.056.06,PA01,A,12
PP.03.091.07,PA01,C,03
PP.10.033.04,PA01,A,10
PR.05.047.2.04,SA01,C,05
PR.19.078.2.03,SA01,A,19
PR.06.027.1.02,SA01,C,06
PP.16.016.04,PA01,A,16
PP.31.061.2.12,PM04,0001,31
PP.16.074.03,PA01,A,16
PP.32.087.2.15,PM08,0001,32
PR.06.029.1.03,SA01,C,06
PP.20.009.03,PA01,A,20
PP.21.068.03,PA01,A,21
PR.10.035.1.01,SA01,C,10
PR.22.121.2.03,SA01,A,22
PP.01.030.06,PA02,D,01
PP.01.036.05,PA02,D,01
PR.20.071.2.03,SA01,A,20
PR.31.014.1.04,PM04,0001,31
PR.16.061.2.02,SA01,A,16
PR.31.014.1.05,PM04,0001,31
PP.31.100.2.08,PM04,0001,31
PP.31.100.2.09,PM04,0001,31
PP.31.100.2.10,PM04,0001,31
PP.31.100.2.13,PM04,0001,31
PP.31.100.2.14,PM04,0001,31
PP.31.100.2.11,PM04,0001,31
PP.31.100.2.12,PM04,0001,31
PP.31.100.2.15,PM04,0001,31
PP.10.006.05,PA01,A,10
PP.11.057.06,PA01,A,11
PP.07.015.04,PA01,C,07
PP.07.015.06,PA01,C,07
PP.21.086.03,PA01,A,21
PP.07.017.03,PA01,C,07
PP.22.036.05,PA01,A,22
PP.23.127.03,PA01,A,23
PR.08.102.2.04,SA01,A,08
PR.08.120.2.01,SA01,A,08
PR.08.120.2.02,SA01,A,08
PR.08.121.2.01,SA01,A,08
PR.08.121.2.04,SA01,A,08
PR.08.121.2.02,SA01,A,08
PR.08.121.2.03,SA01,A,08
PP.09.069.03,PA01,A,09
PR.16.024.2.04,SA01,C,16
PP.27.120.05,PA01,B,27
PP.27.120.07,PA01,B,27
PP.27.129.05,PA01,B,27
PP.27.129.03,PA01,B,27
PR.20.051.2.03,SA01,A,20
PP.04.045.07,PA01,C,04
PP.13.047.03,PA01,A,13
PP.31.023.06,PM04,0001,31
PP.31.097.2.15,PM04,0001,31
PP.31.099.2.11,PM04,0001,31
PP.27.011.05,PA01,B,27
PR.06.099.2.02,SA01,C,06
PR.28.013.1.12,SA01,D,28
PR.28.061.1.08,SA01,D,28
PR.28.061.1.09,SA01,D,28
PR.28.061.1.10,SA01,D,28
PR.28.061.1.11,SA01,D,28
PP.13.016.06,PA01,A,13
PP.19.010.05,PA01,A,19
PP.27.013.03,PA01,B,27
PP.23.115.04,PA01,A,23
PP.08.098.05,PA01,A,08
PR.20.076.2.04,SA01,A,20
PR.24.075.2.03,SA01,B,24
PR.24.075.2.04,SA01,B,24
PP.09.115.07,PA01,A,09
PP.27.061.05,PA01,B,27
PP.09.117.03,PA01,A,09
PR.24.083.2.04,SA01,B,24
PR.07.033.2.04,SA01,C,07
PP.21.018.07,PA01,A,21
PR.24.083.2.03,SA01,B,24
PR.23.069.2.04,SA01,A,23
PR.23.070.2.01,SA01,A,23
PR.23.070.2.02,SA01,A,23
PR.23.071.2.01,SA01,A,23
PR.23.070.2.04,SA01,A,23
PR.09.023.2.02,SA01,C,09
PP.09.127.07,PA01,A,09
PP.19.030.05,PA01,A,19
PR.06.108.1.02,SA01,C,06
PR.06.108.1.03,SA01,C,06
PR.06.108.1.04,SA01,C,06
PR.06.108.1.05,SA01,C,06
PR.06.108.1.06,SA01,C,06
PP.09.129.03,PA01,A,09
PP.20.008.06,PA01,A,20
PP.28.109.04,PA01,D,28
PR.06.061.1.01,SA01,C,06
PR.06.061.1.02,SA01,C,06
PP.12.027.07,PA01,A,12
PP.12.029.07,PA01,A,12
PR.07.094.1.07,SA01,C,07
PR.07.094.1.09,SA01,C,07
PR.07.094.1.10,SA01,C,07
PR.11.035.1.05,SA01,C,11
PK.09.105.02,PO02,C,09
PP.08.031.04,PA01,A,08
PK.22.112.02,PO02,B,22
PK.08.130.01,PO02,A,08
PR.15.072.2.04,SA01,A,15
PK.09.036.01,PO02,A,09
PK.09.062.01,PO02,A,09
PK.09.066.02,PO02,C,09
PR.05.101.2.02,SA01,C,05
PK.09.111.01,PO02,A,09
PR.28.013.1.10,SA01,D,28
PR.28.013.1.11,SA01,D,28
PK.09.030.02,PO02,C,09
PK.06.123.02,PO02,C,06
PP.01.078.05,PA02,D,01
PP.27.101.06,PA01,B,27
PP.04.005.03,PA01,C,04
PR.23.071.2.02,SA01,A,23
PR.23.125.2.04,SA01,A,23
PR.23.126.2.01,SA01,A,23
PP.31.005.05,PM04,0001,31
PR.09.017.2.05,SA01,C,09
PR.09.018.2.01,SA01,C,09
PR.09.023.2.04,SA01,C,09
PR.07.058.1.12,SA01,C,07
PR.07.058.1.14,SA01,C,07
PR.07.058.1.15,SA01,C,07
PR.13.059.2.02,SA01,A,13
PR.13.060.2.04,SA01,A,13
PP.23.067.07,PA01,A,23
PP.15.067.05,PA01,A,15
PP.15.067.06,PA01,A,15
PR.06.089.2.04,SA01,C,06
PR.23.051.2.02,SA01,A,23
PR.23.050.2.01,SA01,A,23
PR.23.050.2.02,SA01,A,23
PR.23.050.2.03,SA01,A,23
PR.23.050.2.04,SA01,A,23
PR.23.051.2.01,SA01,A,23
PR.23.051.2.03,SA01,A,23
PR.23.051.2.04,SA01,A,23
PR.23.052.2.01,SA01,A,23
PP.07.029.05,PA01,C,07
PK.20.030.01,PO02,A,20
PP.28.101.09,PA01,D,28
PP.28.103.03,PA01,D,28
PP.28.111.08,PA01,D,28
PP.28.111.09,PA01,D,28
PP.03.025.06,PA01,C,03
PP.32.089.2.06,PM08,0001,32
PK.07.054.02,PO02,C,07
PR.09.036.2.01,SA01,C,09
PK.27.116.02,PO02,B,27
PR.13.048.2.03,SA01,A,13
PR.14.047.2.02,SA01,A,14
PP.25.084.04,PA01,B,25
PP.22.006.04,PA01,A,22
PP.25.086.05,PA01,B,25
PP.25.086.06,PA01,B,25
PP.25.086.07,PA05,B,25
PP.22.006.05,PA01,A,22
PP.22.020.03,PA01,A,22
PR.05.045.1.01,SA01,C,05
PP.15.020.05,PA01,A,15
PP.07.029.06,PA01,C,07
PP.07.029.07,PA01,C,07
PP.07.053.03,PA01,C,07
PP.07.053.04,PA01,C,07
PP.07.053.05,PA01,C,07
PP.08.108.05,PA01,A,08
PP.09.106.07,PA01,A,09
PP.01.055.07,PA02,D,01
PR.24.059.2.04,SA01,B,24
PR.24.059.2.05,SA01,B,24
PR.23.094.2.02,SA01,A,23
PP.18.013.05,PA01,A,18
PP.27.073.05,PA01,B,27
PR.23.052.2.02,SA01,A,23
PR.23.052.2.03,SA01,A,23
PR.23.052.2.04,SA01,A,23
PR.23.053.2.01,SA01,A,23
PR.23.053.2.02,SA01,A,23
PR.23.053.2.03,SA01,A,23
PR.23.053.2.04,SA01,A,23
PR.23.054.2.01,SA01,A,23
PR.23.054.2.02,SA01,A,23
PR.23.054.2.03,SA01,A,23
PR.23.093.2.02,SA01,A,23
PR.23.093.2.03,SA01,A,23
PR.23.093.2.04,SA01,A,23
PR.23.094.2.01,SA01,A,23
PP.22.074.03,PA01,A,22
PP.22.092.05,PA01,A,22
PP.22.092.06,PA01,A,22
PP.22.092.07,PA01,A,22
PR.30.065.1.02,SA01,D,30
PR.30.065.1.03,SA01,D,30
PR.30.065.1.04,SA01,D,30
PR.30.065.1.05,SA01,D,30
PR.30.065.1.06,SA01,D,30
PR.30.065.1.07,SA01,D,30
PP.09.027.03,PA01,A,09
PR.30.065.1.08,SA01,D,30
PR.30.065.1.10,SA01,D,30
PR.30.065.1.13,SA01,D,30
PR.30.065.1.14,SA01,D,30
PP.02.005.03,PA03,A,02
PP.02.005.04,PA03,A,02
PP.02.005.05,PA03,A,02
PP.02.005.06,PA03,A,02
PP.02.005.07,PA03,A,02
PP.02.007.03,PA03,A,02
PP.02.007.04,PA03,A,02
PR.29.028.1.06,SA01,D,29
PR.31.017.1.06,PM04,0001,31
PK.21.063.02,PO02,B,21
PR.29.028.1.07,SA01,D,29
PR.29.028.1.08,SA01,D,29
PR.31.017.1.07,PM04,0001,31
PR.31.125.1.05,PM04,0001,31
PR.31.125.1.06,PM04,0001,31
PP.27.126.03,PA01,B,27
PP.13.053.03,PA01,A,13
PR.09.020.2.05,SA01,C,09
PR.30.062.1.07,SA01,D,30
PR.30.062.1.08,SA01,D,30
PR.30.062.1.09,SA01,D,30
PR.30.062.1.12,SA01,D,30
PR.30.062.1.13,SA01,D,30
PR.30.062.1.10,SA01,D,30
PR.30.062.1.11,SA01,D,30
PR.30.062.1.14,SA01,D,30
PR.30.063.1.15,SA01,D,30
PR.30.064.1.01,SA01,D,30
PK.02.032.01,PD03,A,02
PK.02.033.01,PD03,A,02
PK.02.034.01,PD03,A,02
PP.26.096.04,PA01,B,26
PK.02.043.01,PD03,A,02
PR.30.064.1.02,SA01,D,30
PK.02.035.01,PD03,A,02
PR.30.064.1.05,SA01,D,30
PR.30.064.1.03,SA01,D,30
PK.02.036.01,PD03,A,02
PR.30.064.1.04,SA01,D,30
PP.29.050.06,PA01,D,29
PP.01.007.03,PA02,D,01
PP.10.099.06,PA01,A,10
PR.05.072.1.05,SA01,C,05
PP.04.055.04,PA01,C,04
PR.07.031.2.03,SA01,C,07
PP.25.019.07,PA05,B,25
PP.25.021.07,PA05,B,25
PP.25.021.03,PA01,B,25
PP.25.021.04,PA01,B,25
PP.25.021.05,PA01,B,25
PP.29.014.03,PA01,D,29
PP.25.021.06,PA01,B,25
PP.29.014.06,PA01,D,29
PR.13.068.2.04,SA01,A,13
PR.13.070.2.01,SA01,A,13
PR.09.006.1.04,SA01,C,09
PR.13.027.2.03,SA01,C,13
PP.32.083.2.09,PM08,0001,32
PP.32.083.2.10,PM08,0001,32
PK.16.013.02,PO02,C,16
PP.09.086.06,PA01,A,09
PK.26.036.02,PO02,B,26
PP.27.065.03,PA01,B,27
PP.10.117.03,PA01,A,10
PP.10.117.04,PA01,A,10
PP.05.094.04,PA01,C,05
PK.16.049.02,PO02,C,16
PR.06.009.1.04,SA01,C,06
PP.09.032.04,PA01,A,09
PR.07.021.1.05,SA01,C,07
PR.07.021.1.06,SA01,C,07
PK.02.030.01,PD03,A,02
PP.04.021.08,PA01,C,04
PP.04.023.06,PA01,C,04
PK.15.022.02,PO02,C,15
PK.02.025.01,PD03,A,02
PP.11.045.03,PA01,A,11
PR.07.021.1.07,SA01,C,07
PK.02.026.01,PD03,A,02
PP.11.059.07,PA01,A,11
PK.02.027.01,PD03,A,02
PK.02.028.01,PD03,A,02
PK.02.029.01,PD03,A,02
PR.07.021.1.08,SA01,C,07
PK.02.031.01,PD03,A,02
PR.07.021.1.09,SA01,C,07
PP.14.016.03,PA01,A,14
PP.08.028.06,PA01,A,08
PR.09.022.2.05,SA01,C,09
PP.08.028.07,PA01,A,08
PP.08.030.04,PA01,A,08
PP.08.030.05,PA01,A,08
PP.08.030.06,PA01,A,08
PP.08.030.07,PA01,A,08
PP.08.032.05,PA01,A,08
PR.28.033.1.10,SA01,D,28
PR.28.076.1.13,SA01,D,28
PR.28.033.1.11,SA01,D,28
PR.28.033.1.12,SA01,D,28
PR.28.076.1.11,SA01,D,28
PR.28.076.1.12,SA01,D,28
PR.28.076.1.14,SA01,D,28
PR.05.052.1.07,SA01,C,05
PR.21.015.2.04,SA01,B,21
PR.05.112.1.05,SA01,C,05
PR.09.013.1.05,SA01,C,09
PP.12.013.04,PA01,A,12
PP.09.059.05,PA01,A,09
PK.16.060.02,PO02,C,16
PP.09.123.03,PA01,A,09
PK.05.045.02,PO02,C,05
PP.09.123.05,PA01,A,09
PR.09.025.1.02,SA01,C,09
PP.04.056.06,PA01,C,04
PK.06.071.02,PO02,C,06
PK.24.117.02,PO02,B,24
PP.24.117.03,PA01,B,24
PP.04.122.07,PA01,C,04
PK.23.046.02,PO02,B,23
PP.06.051.03,PA01,C,06
PP.06.073.03,PA01,C,06
PP.15.062.03,PA01,A,15
PP.15.062.04,PA01,A,15
PP.15.064.06,PA01,A,15
PP.15.064.07,PA01,A,15
PP.08.096.07,PA01,A,08
PP.08.125.07,PA01,A,08
PP.09.060.05,PA01,A,09
PR.07.006.1.15,SA01,C,07
PP.22.023.03,PA01,A,22
PP.22.049.04,PA01,A,22
PP.22.049.05,PA01,A,22
PR.06.106.2.01,SA01,C,06
PP.29.128.06,PA01,D,29
PP.31.119.04,PM04,0001,31
PR.22.107.2.01,SA01,A,22
PR.22.107.2.02,SA01,A,22
PK.01.059.01,PA02,D,01
PP.03.119.04,PA01,C,03
PR.14.043.2.03,SA01,A,14
PK.27.056.02,PO02,B,27
PR.14.045.2.01,SA01,A,14
PR.14.045.2.02,SA01,A,14
PR.14.049.2.01,SA01,A,14
PP.31.052.2.07,PM04,0001,31
PP.31.052.2.08,PM04,0001,31
PR.30.066.1.15,SA01,D,30
PR.06.099.2.03,SA01,C,06
PR.30.066.1.10,SA01,D,30
PR.30.066.1.12,SA01,D,30
PR.30.068.1.01,SA01,D,30
PR.30.066.1.13,SA01,D,30
PR.30.068.1.02,SA01,D,30
PR.30.066.1.14,SA01,D,30
PR.30.068.1.03,SA01,D,30
PR.30.068.1.04,SA01,D,30
PR.30.068.1.05,SA01,D,30
PR.30.068.1.06,SA01,D,30
PR.18.016.2.01,SA01,C,18
PR.18.017.2.02,SA01,C,18
PR.18.018.2.03,SA01,C,18
PR.18.018.2.04,SA01,C,18
PR.18.019.2.03,SA01,C,18
PR.21.016.2.02,SA01,B,21
PR.30.107.2.04,SA01,D,30
PK.26.027.02,PO02,B,26
PR.30.044.1.05,SA01,D,30
PR.30.044.1.10,SA01,D,30
PR.30.044.1.11,SA01,D,30
PR.30.044.1.12,SA01,D,30
PR.30.044.1.13,SA01,D,30
PR.30.044.1.14,SA01,D,30
PR.30.044.1.15,SA01,D,30
PR.30.045.1.04,SA01,D,30
PR.30.045.1.05,SA01,D,30
PR.30.045.1.07,SA01,D,30
PR.30.045.1.08,SA01,D,30
PR.30.045.1.09,SA01,D,30
PR.30.045.1.10,SA01,D,30
PR.30.045.1.11,SA01,D,30
PR.30.045.1.13,SA01,D,30
PR.30.045.1.14,SA01,D,30
PR.30.045.1.15,SA01,D,30
PR.30.046.1.01,SA01,D,30
PR.30.046.1.06,SA01,D,30
PR.30.046.1.07,SA01,D,30
PR.30.046.1.08,SA01,D,30
PR.30.046.1.10,SA01,D,30
PR.30.046.1.11,SA01,D,30
PR.30.046.1.12,SA01,D,30
PR.30.047.1.01,SA01,D,30
PR.30.047.1.02,SA01,D,30
PR.30.047.1.03,SA01,D,30
PR.30.047.1.04,SA01,D,30
PR.30.047.1.05,SA01,D,30
PR.30.047.1.06,SA01,D,30
PR.30.047.1.08,SA01,D,30
PR.30.047.1.09,SA01,D,30
PR.30.047.1.10,SA01,D,30
PR.30.047.1.11,SA01,D,30
PR.30.047.1.12,SA01,D,30
PR.30.047.1.13,SA01,D,30
PR.30.048.1.01,SA01,D,30
PR.30.048.1.02,SA01,D,30
PR.30.048.1.03,SA01,D,30
PR.30.048.1.04,SA01,D,30
PR.30.048.1.06,SA01,D,30
PR.30.048.1.07,SA01,D,30
PR.30.048.1.08,SA01,D,30
PR.30.048.1.09,SA01,D,30
PR.30.048.1.10,SA01,D,30
PR.30.048.1.11,SA01,D,30
PR.30.048.1.12,SA01,D,30
PR.30.048.1.13,SA01,D,30
PR.30.048.1.14,SA01,D,30
PR.30.048.1.15,SA01,D,30
PR.30.049.1.01,SA01,D,30
PR.30.049.1.02,SA01,D,30
PR.30.049.1.03,SA01,D,30
PR.30.049.1.04,SA01,D,30
PR.30.049.1.06,SA01,D,30
