cst_cod
0000686303
0008124508
0004747900
0012809600
0002863200
0002138000
0001977700
0000060505
0000579400
0016024800
0002530700
0001901400
0001984800
0005045600
0001906100
0000915800
0000168603
0001550000
0000085600
0005134900
0002546700
0001931200
0001283502
0016195100
0012673000
0004361100
0001564301
0001959701
0002666000
0016013700
0000454400
0002000600
0010090200
0002047200
0002649000
0010107001
0000270001
0000579410
0000628905
0010113700
0010102900
0005208804
0016017902
0008083204
0000060501
0003335202
0001218900
0002624701
0000667200
0000278900
0002251700
0003335200
0005194900
0015489500
0008087401
0018993502
0002509100
0004045100
0008087400
0003335203
0003085803
0004082301
0000574306
0000574305
0016018200
0003085800
0003320700
0004082300
0001959900
0003214300
0003085808
0002471502
0003073202
0003073201
0016700000
0003073203
0003073200
0001007100
0018993501
0000848201
0010057711
0016024600
0001959705
0001939301
0012523600
0000262700
0001913202
0002308100
0001976301
0003072700
0001007102
0003085804
0000735600
0002385300
0000896400
0000668400
0000060503
0003208900
0003055003
0016023000
0000628900
0000574300
0002295200
0000393101
0002212601
0010061800
0004082302
0016017900
0002873900
0002212602
0010110000
0000168600
0005209700
0000287900
0018993400
0003074600
0000667201
0016014103
0003049601
0001882904
0018050200
0002212606
0016019100
0009541101
0008083201
0002129801
0016014100
0003049600
0002146800
0000250000
0008087402
0010108101
0010108100
0000579406
0003205001
0001906114
0003085806
0000075700
0001913000
0010107000
0002212605
0002220500
0000208001
0003213300
0003085805
0002129800
0003055000
0005040500
0016014104
0017114900
0000346600
0008255200
0002047400
0002405700
0001233200
0003411200
0001925100
0016054700
0008083200
0002212604
0010110400
0000208000
0001081900
0002471500
0000611500
0001484000
0003200600
0003085807
0000263600
0001550001
0003085801
0002320102
0001906113
0002256200
0003082700
0003082701
0016023200
0001060100
0002413800
0018993505
0002212608
0000579401
0003205000
0004092400
0005219000
0010153600
0005211800
0002140900
0003214000
0010109500
0001763400
0010117000
0005231200
0016022900
0016014602
0003045900
0010057701
0000171200
0001550002
0010116600
0010107601
0002074700
0005140800
0005218100
0001939300
0010116602
0016023201
0010112100
0000792100
0005242400
0002104700
0000685401
0000686801
0018811800
0000896300
0000972000
0016108400
0017236900
0002190600
0016013400
0003362501
0018758001
0012662802
0016310600
0016610000
0009093800
0005045601
0003374320
0018989800
0018398008
0001921000
0005208800
0005208806
0005208802
0005208801
0016325200
0016235200
0015830100
0015830101
0003374310
0009420800
0004184400
0003185800
0018587100
0000884801
0015771801
0009311600
0009327802
0009320000
0009381400
0001619104
0009505100
0001610010
0000687999
0016468501
0016468500
0009988700
0009988701
0010122800
0018214000
0002146801
0001906110
0004021100
0015700800
0001677500
0002229200
0003154200
0003398300
0004053100
0008048801
0010088200
0018498100
0001619100
0009056600
0000924900
0009988900
0000002407
0000002804
0001932703
0001932705
0002471505
0000158700
0010057700
0016794400
0000393100
0003208800
0005208805
0008083202
0018795501
0009416200
0009400600
0010107400
0000685506
0000685505
0000685502
0008356201
0015629000
0000924934
0009301900
0000058007
0018447106
0017308602
0000268500
0000268502
0008141401
0019010300
0001730300
0001769401
0000927302
0016370800
0000058001
0000058004
0002220501
0008087404
0010107600
0000937200
0000058017
0000930900
0015898600
0004069802
0016071700
0003477606
0013494600
0018768401
0016075000
0003335800
0015090008
0001932700
0002212607
0009197600
0000866357
0008580000
0008580006
0000680002
0018398001
0018445900
0018529101
0018398013
0018529103
0018529104
0001705706
0018415700
0017983500
0017983501
0018529112
0018594300
0018768700
0017375800
0018410700
0014221800
0009988901
0009325600
0018546900
0000058011
0000058005
0000058009
0000466201
0000466205
0001774301
0001774307
0001774313
0001774305
0001774311
0000466204
0001774310
0001774308
0001774303
0001774304
0001774309
0001774306
0001774312
0008899901
0008899914
0000681412
0001084000
0008899904
0001983502
0017881800
0001983501
0002121002
0016310400
0000927500
0008580010
0002121006
0002121001
0001983500
0018320000
0000347202
0018166000
0000347212
0000347219
0016393700
0008899900
0008899916
0000466203
0008899915
0000013800
0000013806
0017896300
0001858700
0006066900
0006066901
0001095900
0016366800
0015933201
0009202000
0001769301
0016034300
0006066902
0006066903
0017538102
0018033300
0016024400
0010057712
0010116101
0009988801
0000683802
0000683800
0018196506
0018196500
0018196504
0001976300
0002104401
0010057706
0010130402
0016082000
0018507800
0003047000
0017543400
0017287800
0001774300
0017290200
0003366200
0017876404
0017876403
0017876402
0017876401
0017876400
0006066904
0000058013
0000866352
0008580003
0000866305
0008580008
0008580016
0008580023
0003250900
0003250904
0003250902
0000090301
0000866351
0000268504
0000347208
0000866302
0000058014
0000866318
0017406600
0000866310
0000090501
0000089701
0000090107
0000090313
0000090106
0000090101
0000866347
0008580017
0002121007
0002121005
0015754600
0017937500
0000866348
0000347211
0000347207
0000347216
0001774315
0000090105
0000090102
0000866301
0008580004
0000866303
0000024000
0000866349
0000347214
0000866314
0000347218
0008580011
0000866353
0003164301
0018810800
0000466200
0000058008
0000090103
0016224700
0008580001
0008580021
0008580012
0008580020
0000866309
0000866355
0008580013
0000866345
0008580028
0000058006
0008580007
0008580025
0008580026
0000866319
0000866316
0000090104
0000090306
0000090305
0000090403
0000090303
0000090302
0000090401
0000090500
0000089600
0000090307
0012006600
0008084903
0008084905
0008084904
0008084902
0008084906
0008084901
0009064210
0009064208
0009064206
0009064207
0009064203
0008580005
0008580019
0015090017
0010863600
0018196503
0000866304
0008580027
0000466202
0000466207
0000090404
0000089601
0003097900
0012006402
0023895105
0004140302
0017485401
0003357000
0017303600
0004024800
0009064209
0015090034
0015090003
0015090005
0012006618
0008899920
0008899907
0003250901
0003250905
0003250903
0008899912
0008580018
0000866307
0008899906
0002121003
0002121004
0017287500
0017287900
0002121000
0000680000
0017270800
0000347213
0000866308
0000866323
0000866356
0000088500
0010875300
0000035700
0021052800
0003468500
0018235300
0014026500
0000198700
0005870100
0017926300
0017888900
0017338000
0018912100
0018141100
0008567500
0017330800
0017822300
0019341700
0015090010
0015090033
0015090022
0015090020
0015090018
0015090027
0015090019
0015090004
0015090001
0015090039
0015090011
0015090007
0015090024
0015090029
0015090025
0015090037
0015090016
0015090021
0015090013
0015090023
0015090012
0017500900
0000866306
0017287600
0000866317
0017836900
0017837000
0015090014
0015090030
0015090028
0017287700
0017858800
0003250906
0008899905
0001483400
0003386900
0015090002
0008316206
0008316204
0008316203
0008316202
0008316201
0008316200
0018777900
0018114802
0017988200
0007609500
0007609502
0000039300
0012006611
0008899917
0008899909
0000058010
0019209523
0019209510
0019209528
0019209518
0004137104
0019209529
0004137102
0019209520
0004137103
0019209519
0015257500
0019209524
0000058012
0008899903
0008580024
0004137101
0019209503
0004137100
0019209516
0019209517
0009061001
0012002801
0019209522
0019209514
0019209504
0019209509
0018752116
0018752106
0018167100
0018166300
0018166100
0000418600
0004912100
0003251103
0003251102
0003251100
0019209501
0018752121
0018752113
0018752103
0018752117
0018752105
0018752109
0008580022
0000058015
0000058016
0000866354
0000347220
0000347215
0000493900
0001774302
0008580014
0001774314
0009197200
0000347209
0000347200
0000347203
0000866311
0000866350
0000466206
0023895102
0016419101
0017443400
0018112400
0015090040
0008065300
0018128900
0001776600
0011778001
0011778000
0012003000
0018141101
0018141102
0012005800
0012005801
0004143003
0004143005
0017215501
0000866321
0008580002
0003250907
0008065302
0008065301
0008899902
0003250908
0008580009
0008899910
0008899908
0008580029
0017288100
0001863900
0003164304
0018193500
0001669507
0001669506
0019209530
0001669505
0019209515
0001669504
0003164303
0001669503
0001669501
0019209507
0001669500
0004123110
0004123109
0004123105
0019209508
0004123100
0004912102
0019209500
0003085601
0018757400
0000090400
0004123106
0004123104
0003164300
0019209513
0004123103
0004123102
0019209502
0003164302
0003389200
0019209506
0019209512
0019209527
0017333000
0000090311
0018707900
0018707901
0000090108
0008087405
0010116100
0010057705
0012548060
0000090309
0000090308
0000090304
0000089700
0000007000
0000007006
0000007004
0000007002
0000007003
0000007001
0017889300
0009410300
0011363102
0011363101
0011363100
0017906501
0018752111
0018752104
0018752115
0018752102
0018752101
0018752112
0018752118
0001897900
0003375700
0017485400
0018141000
0015091000
0017538000
0018112500
0017482900
0014095100
0018047600
0010121100
0003346200
0009366102
0005035900
0006147300
0006154800
0001829400
0000016800
0010044400
0002234400
0018144500
0009418000
0016348900
0000168601
0000771300
0000685503
0003477603
0005174000
0016058602
0003140500
0001761100
0003477600
0018777100
0000250400
0010160400
0017143300
0000153700
0005117202
0008047800
0000104501
0000076000
0018398000
0006648201
0018433800
0001625301
0003246400
0016391700
0016040200
0002499200
0003237400
0017205606
0018991700
0001863702
0016195700
0000289900
0009091600
0000117400
0000625521
0000625503
0016197904
0000625506
0018147700
0018790500
0000625517
0000625504
0000625520
0000625512
0000625514
0000625501
0000625527
0000625515
0000625507
0000625518
0000625528
0000625508
0000625513
0000625519
0000625524
0000625529
0000625509
0000625502
0000625510
0000625523
0000625511
0000625526
0000625522
0000625531
0000625516
0000625525
0016342200
0004161000
0001231904
0001231900
0001230600
0001230601
0019013800
0017055400
0015986700
0016058400
0016088700
0018600601
0010107800
0016329202
0018130200
0011338700
0017530700
0016329201
0000625505
0000103200
0017544300
0000625530
0018130201
0000021500
0023737000
0003357001
0018320200
0019209505
0019209525
0018196502
0017481500
0015090041
0000347206
0018810801
0000060000
0000347217
0004139001
0000347210
0000347201
0004139002
0004139005
0004139006
0004139004
0001983503
0019209531
0008316207
0004139000
0004139003
0017290100
0017473900
0000007005
0003251001
0003251004
0003251005
0003251007
0008316205
0004123108
0009707300
0016057700
0008084000
0017906402
0000687008
0017906502
0010108300
0017874500
0018795700
0017076500
0017211700
0004759500
0000035300
0009498700
0013497506
0018569100
0016014101
0009387600
0008118700
0000001200
0009421800
0000662900
0002212600
0003601800
0010117900
0017143301
0000109100
0018443802
0016010800
0010102901
0017359800
0090013421
0090012813
0090015219
0003374311
0016330700
0008216300
0015090015
0019010500
0000002401
0010130401
0010021101
0003327500
0018041503
0016325800
0018161003
0001107500
0013628300
0018047103
0090011760
0004143002
0004143004
0004143001
0015797300
0004162000
0005187100
0000107001
0003203602
0010131000
0016066700
0090013743
0018542900
0000095100
0018457200
0013158600
0008601300
0017247001
0009064211
0000090402
0000105500
0001404800
0000945000
0016058401
0017368300
0009333800
0004123107
0016000700
0001858600
0009343500
0018810900
0001606400
0016023900
0016023901
0016023902
0016023903
0016419100
0000107500
0018752119
0000090312
0006154810
0008581004
0018398009
0018529106
0018529107
0018542901
0018427700
0018612406
0009542505
0018568700
0018443806
0018443801
0018398010
0017375801
0006154802
0018114601
0018114602
0000028100
0001404000
0008087406
0090012421
0018328200
0090010196
0000558400
0000591500
0000605700
0000625000
0000637700
0000676100
0000057300
0000267300
0001784200
0001790700
0001838401
0002015700
0017516600
0002199400
0002270200
0002400100
0003011200
0003047300
0003047400
0003056700
0003066000
0000288700
0000336500
0000397300
0000445500
0000450600
0000479600
0000487600
0000527800
0000548400
0016326600
0000959500
0001117600
0017166800
0001295900
0001307300
0001313000
0001322800
0001368100
0001378700
0001383800
0001401400
0017153700
0001597000
0001673700
0008924500
0005409700
0000697700
0000703800
0000846200
0002549900
0001606301
0010057704
0003189300
0000066500
0016038000
0000099600
0018530403
0000685507
0018513506
0018437000
0018085700
0017308606
0003188100
0001912000
0010109300
0009534700
0018530401
0018481501
0018603501
0018236200
0008278600
0018778100
0000067600
0017921301
0008167300
0000106100
0019013900
0009303000
0000004800
0000086801
0004204502
0024947400
0018180500
0001894300
0015393004
0015393001
0015393002
0018438400
0018642400
0018716604
0018515000
0010105200
0001998400
0009068400
0000681404
0000680703
0000016100
0016391300
0001631800
0090013052
0090013152
0090009396
0090005660
0090005815
0090014625
0090013097
0090012879
0090014069
0090009300
0090014475
0090011656
0090013021
0090012071
0090012953
0090014495
0090003229
0090003000
0090002944
0090014549
0090015236
0090011685
0090011654
0090010944
0017506200
0018443800
0018445905
0006154805
0018546901
0018440809
0004128100
0018457202
0006154807
0018440808
0018481500
0009542300
0018437700
0018474000
0018445903
0018440807
0018603500
0009542500
0018437703
0017491702
0009542502
0018568701
0004912801
0009542501
0018612400
0018440800
0009542301
0018440801
0018443804
0090013225
0090011674
0090013407
0001913200
0010057702
0010112500
0018447100
0009532900
0009532901
0001339100
0001606300
0002471504
0001099800
0008087403
0016075002
0004024300
0000463701
0008198400
0018803700
0009234300
0017983502
0006154803
0000099700
0002401300
0000048301
0000092700
0017163100
0001084001
0018131400
0090001617
0090012191
0015090000
0008148300
0002212609
0018533700
0013468202
0009542302
0009719500
0002996500
0019010301
0017376400
0003421500
0001983504
0015915700
0016014500
0017907500
0017308604
0017907501
0017907502
0001728200
0018633900
0018633903
0009535400
0009534500
0000005100
0008143700
0017054400
0018649501
0000003300
0008141402
0018398002
0018447105
0018481505
0018481504
0006154806
0003078401
0000998901
0000574303
0003423600
0018651800
0018777400
0018651701
0018653000
0018648800
0001626300
0018636600
0005238902
0016061400
0018505102
0000054500
0006154804
0009530501
0009530500
0009530502
0018766500
0001301600
0001824702
0005183902
0018047700
0018521800
0001787100
0018475205
0000094200
0018031805
0018069101
0018069102
0008214500
0018475204
0016048802
0008163801
0018481508
0018475201
0009542506
0018612402
0018533705
0018530402
0005525901
0018533713
0018513500
0018591604
0018680600
0002392404
0018761000
0018594100
0000087100
0004030800
0008219700
0018646800
0018647100
0000109300
0017842000
0017842002
0003798900
0017270100
0001728201
0018591607
0018594301
0018398014
0018475203
0018533702
0017506202
0009536700
0012006617
0010130900
0003398301
0004010000
0004010003
0003398302
0017084201
0019209526
0019209521
0090015394
0018040800
0000111100
0018569000
0018398300
0018041900
0018457700
0003248900
0018457701
0001634408
0001634402
0000107600
0018768600
0000094500
0010121101
0000156700
0017283200
0008122400
0018591601
0001730100
0010114100
0018591600
0018478000
0016002500
0004019901
0001634404
0003250909
0017356400
0018131300
0015090038
0018642100
0018040900
0017338300
0009391700
0018041500
0018041501
0018041502
0018541601
0001634401
0001634403
0015090009
0000094000
0000094001
0004082305
0001730200
0000002400
0018161001
0018412500
0018548100
0018548101
0018968800
0006154809
0018031803
0017224500
0003477602
0018455000
0018161002
0008580030
0000866358
0009077405
0018993300
0009088200
0008196800
0001601900
0008083205
0001230602
0017079500
0017312700
0016196300
0015090042
0000084701
0001231903
0002295203
0002863201
0013143307
0003181300
0009195200
0001767088
0002072300
0018399000
0018399001
0018386700
0018434200
0018517000
0018536900
0018608000
0018796100
0018562400
0004203100
0017841001
0018583600
0018583601
0003477607
0010049300
0003208000
0001192402
0001192400
0000109000
0000158000
0018407003
0018407001
0018407000
0018407002
0018422100
0018521802
0016221000
0016359000
0001768600
0001768601
0016196306
0004126405
0018445906
0018752122
0010116700
0016002600
0002404500
0010130400
0000094003
0001882902
0008080801
0004204501
0016196309
0003477612
0016039800
0015393302
0016182500
0016182600
0018529300
0018437701
0018594304
0018603502
0017108300
0018548102
0016041700
0000111000
0017049200
0017558100
0000112400
0000112401
0000112403
0000112404
0000112405
0018420700
0000094002
0090013931
0017482800
0018535004
0001894500
